"","accuracy","label"
"64",0.153181338788338,"expected"
"65",0.153179569215088,"expected"
"66",0.153153025616342,"expected"
"67",0.153163643055841,"expected"
"68",0.153064546953857,"expected"
"69",0.153062777380607,"expected"
"70",0.15317072134884,"expected"
"71",0.153184877934837,"expected"
"72",0.153174260495339,"expected"
"73",0.153184877934837,"expected"
"74",0.153087551406103,"expected"
"75",0.15316718220234,"expected"
"76",0.1531052471386,"expected"
"77",0.153160103909341,"expected"
"78",0.153184877934837,"expected"
"79",0.15317072134884,"expected"
"80",0.153174260495339,"expected"
"81",0.153068086100356,"expected"
"82",0.153183108361588,"expected"
"83",0.1531087862851,"expected"
"84",0.153142408176844,"expected"
"85",0.153163643055841,"expected"
"86",0.15317072134884,"expected"
"87",0.153082242686354,"expected"
"88",0.153176030068589,"expected"
"89",0.153183108361588,"expected"
"90",0.15317072134884,"expected"
"91",0.153176030068589,"expected"
"92",0.153176030068589,"expected"
"93",0.153181338788338,"expected"
"94",0.15317072134884,"expected"
"95",0.153068086100356,"expected"
"96",0.153174260495339,"expected"
"97",0.153151256043093,"expected"
"98",0.153160103909341,"expected"
"99",0.153177799641838,"expected"
"100",0.153172490922089,"expected"
"101",0.15316895177559,"expected"
"102",0.15316895177559,"expected"
"103",0.153073394820105,"expected"
"104",0.153177799641838,"expected"
"105",0.153177799641838,"expected"
"106",0.15316541262909,"expected"
"107",0.153163643055841,"expected"
"108",0.15316895177559,"expected"
"109",0.153140638603594,"expected"
"110",0.153032694635362,"expected"
"111",0.15317072134884,"expected"
"112",0.153151256043093,"expected"
"113",0.153163643055841,"expected"
"114",0.153160103909341,"expected"
"115",0.153158334336091,"expected"
"116",0.15317072134884,"expected"
"117",0.15316718220234,"expected"
"118",0.153179569215088,"expected"
"119",0.15316541262909,"expected"
"120",0.15316541262909,"expected"
"121",0.153172490922089,"expected"
"122",0.153154795189592,"expected"
"123",0.153183108361588,"expected"
"124",0.153154795189592,"expected"
"125",0.153161873482591,"expected"
"126",0.153154795189592,"expected"
"127",0.15316895177559,"expected"
"128",0.15317072134884,"expected"
"129",0.153176030068589,"expected"
"130",0.153140638603594,"expected"
"131",0.153153025616342,"expected"
"132",0.153174260495339,"expected"
"133",0.153112325431599,"expected"
"134",0.15316541262909,"expected"
"135",0.153140638603594,"expected"
"136",0.153131790737346,"expected"
"137",0.153179569215088,"expected"
"138",0.153128251590846,"expected"
"139",0.153176030068589,"expected"
"140",0.153130021164096,"expected"
"141",0.15316895177559,"expected"
"142",0.153176030068589,"expected"
"143",0.153177799641838,"expected"
"144",0.153137099457095,"expected"
"145",0.15316718220234,"expected"
"146",0.153151256043093,"expected"
"147",0.15316541262909,"expected"
"148",0.153176030068589,"expected"
"149",0.153172490922089,"expected"
"150",0.153089320979353,"expected"
"151",0.15298314658437,"expected"
"152",0.153176030068589,"expected"
"153",0.153184877934837,"expected"
"154",0.153174260495339,"expected"
"155",0.153172490922089,"expected"
"156",0.153128251590846,"expected"
"157",0.153153025616342,"expected"
"158",0.153181338788338,"expected"
"159",0.153094629699102,"expected"
"160",0.153174260495339,"expected"
"161",0.153140638603594,"expected"
"162",0.153158334336091,"expected"
"163",0.153145947323343,"expected"
"164",0.153153025616342,"expected"
"165",0.153133560310595,"expected"
"166",0.153151256043093,"expected"
"167",0.153160103909341,"expected"
"168",0.153172490922089,"expected"
"169",0.153153025616342,"expected"
"170",0.15316541262909,"expected"
"171",0.153176030068589,"expected"
"172",0.153172490922089,"expected"
"173",0.152997303170367,"expected"
"174",0.153142408176844,"expected"
"175",0.153160103909341,"expected"
"176",0.153036233781861,"expected"
"177",0.153184877934837,"expected"
"178",0.15316895177559,"expected"
"179",0.153193725801086,"expected"
"180",0.153085781832853,"expected"
"181",0.153147716896593,"expected"
"182",0.153153025616342,"expected"
"183",0.153039772928361,"expected"
"184",0.153176030068589,"expected"
"185",0.15316895177559,"expected"
"186",0.153176030068589,"expected"
"187",0.15316895177559,"expected"
"188",0.153176030068589,"expected"
"189",0.153183108361588,"expected"
"190",0.153179569215088,"expected"
"191",0.153177799641838,"expected"
"192",0.1531087862851,"expected"
"193",0.153163643055841,"expected"
"194",0.15316541262909,"expected"
"195",0.153177799641838,"expected"
"196",0.153153025616342,"expected"
"197",0.153154795189592,"expected"
"198",0.153053929514358,"expected"
"199",0.153156564762842,"expected"
"200",0.153151256043093,"expected"
"201",0.15316895177559,"expected"
"202",0.153112325431599,"expected"
"203",0.153151256043093,"expected"
"204",0.153149486469843,"expected"
"205",0.153117634151348,"expected"
"206",0.153016768476114,"expected"
"207",0.153154795189592,"expected"
"208",0.153138869030345,"expected"
"209",0.153160103909341,"expected"
"210",0.153174260495339,"expected"
"211",0.15316718220234,"expected"
"212",0.153094629699102,"expected"
"213",0.153153025616342,"expected"
"214",0.153158334336091,"expected"
"215",0.153172490922089,"expected"
"216",0.153124712444347,"expected"
"217",0.153184877934837,"expected"
"218",0.15317072134884,"expected"
"219",0.15316895177559,"expected"
"220",0.153124712444347,"expected"
"221",0.153160103909341,"expected"
"222",0.152976068291371,"expected"
"223",0.153172490922089,"expected"
"224",0.153172490922089,"expected"
"225",0.153179569215088,"expected"
"226",0.15316895177559,"expected"
"227",0.153131790737346,"expected"
"228",0.153048620794609,"expected"
"229",0.153172490922089,"expected"
"230",0.153034464208611,"expected"
"231",0.15316541262909,"expected"
"232",0.15317072134884,"expected"
"233",0.153163643055841,"expected"
"234",0.153158334336091,"expected"
"235",0.15316895177559,"expected"
"236",0.15316718220234,"expected"
"237",0.153151256043093,"expected"
"238",0.153114095004849,"expected"
"239",0.153154795189592,"expected"
"240",0.153177799641838,"expected"
"241",0.153183108361588,"expected"
"242",0.153172490922089,"expected"
"243",0.153153025616342,"expected"
"244",0.153163643055841,"expected"
"245",0.153176030068589,"expected"
"246",0.153174260495339,"expected"
"247",0.153151256043093,"expected"
"248",0.153160103909341,"expected"
"249",0.153163643055841,"expected"
"250",0.153145947323343,"expected"
"251",0.153176030068589,"expected"
"252",0.153130021164096,"expected"
"253",0.153153025616342,"expected"
"254",0.153153025616342,"expected"
"255",0.153153025616342,"expected"
"256",0.153176030068589,"expected"
"257",0.15316718220234,"expected"
"258",0.153179569215088,"expected"
"259",0.153154795189592,"expected"
"260",0.153177799641838,"expected"
"261",0.153153025616342,"expected"
"262",0.153154795189592,"expected"
"263",0.153062777380607,"expected"
"264",0.153110555858349,"expected"
"265",0.153075164393355,"expected"
"266",0.153147716896593,"expected"
"267",0.153179569215088,"expected"
"268",0.15316718220234,"expected"
"269",0.153147716896593,"expected"
"270",0.153130021164096,"expected"
"271",0.153172490922089,"expected"
"272",0.153135329883845,"expected"
"273",0.153161873482591,"expected"
"274",0.153172490922089,"expected"
"275",0.153181338788338,"expected"
"276",0.153147716896593,"expected"
"277",0.153172490922089,"expected"
"278",0.153133560310595,"expected"
"279",0.15317072134884,"expected"
"280",0.153179569215088,"expected"
"281",0.153179569215088,"expected"
"282",0.153151256043093,"expected"
"283",0.153154795189592,"expected"
"284",0.153183108361588,"expected"
"285",0.153075164393355,"expected"
"286",0.153177799641838,"expected"
"287",0.153177799641838,"expected"
"288",0.153154795189592,"expected"
"289",0.153177799641838,"expected"
"290",0.153177799641838,"expected"
"291",0.153172490922089,"expected"
"292",0.153156564762842,"expected"
"293",0.153158334336091,"expected"
"294",0.153174260495339,"expected"
"295",0.15317072134884,"expected"
"296",0.15316895177559,"expected"
"297",0.15316541262909,"expected"
"298",0.153151256043093,"expected"
"299",0.15317072134884,"expected"
"300",0.153140638603594,"expected"
"301",0.153158334336091,"expected"
"302",0.153160103909341,"expected"
"303",0.15316718220234,"expected"
"304",0.153183108361588,"expected"
"305",0.153066316527106,"expected"
"306",0.15316541262909,"expected"
"307",0.153163643055841,"expected"
"308",0.153147716896593,"expected"
"309",0.153160103909341,"expected"
"310",0.153177799641838,"expected"
"311",0.153142408176844,"expected"
"312",0.153160103909341,"expected"
"313",0.15316895177559,"expected"
"314",0.153091090552602,"expected"
"315",0.153138869030345,"expected"
"316",0.153080473113104,"expected"
"317",0.153172490922089,"expected"
"318",0.15316895177559,"expected"
"319",0.153161873482591,"expected"
"320",0.15316718220234,"expected"
"321",0.153115864578098,"expected"
"322",0.15316895177559,"expected"
"323",0.153137099457095,"expected"
"324",0.153122942871097,"expected"
"325",0.153176030068589,"expected"
"326",0.153160103909341,"expected"
"327",0.153160103909341,"expected"
"328",0.153172490922089,"expected"
"329",0.1531087862851,"expected"
"330",0.153176030068589,"expected"
"331",0.153163643055841,"expected"
"332",0.153163643055841,"expected"
"333",0.153071625246855,"expected"
"334",0.15316718220234,"expected"
"335",0.153184877934837,"expected"
"336",0.153183108361588,"expected"
"337",0.153050390367859,"expected"
"338",0.153154795189592,"expected"
"339",0.153179569215088,"expected"
"340",0.153179569215088,"expected"
"341",0.153126482017597,"expected"
"342",0.153184877934837,"expected"
"343",0.153177799641838,"expected"
"344",0.153174260495339,"expected"
"345",0.153023846769113,"expected"
"346",0.153053929514358,"expected"
"347",0.15316895177559,"expected"
"348",0.15316541262909,"expected"
"349",0.153156564762842,"expected"
"350",0.15316541262909,"expected"
"351",0.15316541262909,"expected"
"352",0.153163643055841,"expected"
"353",0.153137099457095,"expected"
"354",0.15317072134884,"expected"
"355",0.153160103909341,"expected"
"356",0.15317072134884,"expected"
"357",0.153183108361588,"expected"
"358",0.153151256043093,"expected"
"359",0.153122942871097,"expected"
"360",0.153096399272351,"expected"
"361",0.15310701671185,"expected"
"362",0.153130021164096,"expected"
"363",0.153174260495339,"expected"
"364",0.153160103909341,"expected"
"365",0.153128251590846,"expected"
"366",0.153138869030345,"expected"
"367",0.15316895177559,"expected"
"368",0.153177799641838,"expected"
"369",0.153184877934837,"expected"
"370",0.153177799641838,"expected"
"371",0.153177799641838,"expected"
"372",0.153156564762842,"expected"
"373",0.153137099457095,"expected"
"374",0.15316541262909,"expected"
"375",0.153101707992101,"expected"
"376",0.1531087862851,"expected"
"377",0.15317072134884,"expected"
"378",0.15316718220234,"expected"
"379",0.153172490922089,"expected"
"380",0.153110555858349,"expected"
"381",0.153176030068589,"expected"
"382",0.153091090552602,"expected"
"383",0.153177799641838,"expected"
"384",0.153176030068589,"expected"
"385",0.153153025616342,"expected"
"386",0.153126482017597,"expected"
"387",0.153119403724598,"expected"
"388",0.153115864578098,"expected"
"389",0.153179569215088,"expected"
"390",0.153183108361588,"expected"
"391",0.153177799641838,"expected"
"392",0.15316895177559,"expected"
"393",0.153161873482591,"expected"
"394",0.153183108361588,"expected"
"395",0.153160103909341,"expected"
"396",0.153172490922089,"expected"
"397",0.15316718220234,"expected"
"398",0.153122942871097,"expected"
"399",0.153158334336091,"expected"
"400",0.153154795189592,"expected"
"401",0.153183108361588,"expected"
"402",0.153179569215088,"expected"
"403",0.153142408176844,"expected"
"404",0.153124712444347,"expected"
"405",0.153114095004849,"expected"
"406",0.153094629699102,"expected"
"407",0.153177799641838,"expected"
"408",0.153117634151348,"expected"
"409",0.153183108361588,"expected"
"410",0.153184877934837,"expected"
"411",0.153032694635362,"expected"
"412",0.152967220425122,"expected"
"413",0.15316895177559,"expected"
"414",0.153177799641838,"expected"
"415",0.15317072134884,"expected"
"416",0.153177799641838,"expected"
"417",0.15316718220234,"expected"
"418",0.15316895177559,"expected"
"419",0.153177799641838,"expected"
"420",0.15316895177559,"expected"
"421",0.153181338788338,"expected"
"422",0.15316895177559,"expected"
"423",0.15317072134884,"expected"
"424",0.153119403724598,"expected"
"425",0.153158334336091,"expected"
"426",0.153091090552602,"expected"
"427",0.153087551406103,"expected"
"428",0.153172490922089,"expected"
"429",0.153151256043093,"expected"
"430",0.153174260495339,"expected"
"431",0.153160103909341,"expected"
"432",0.153176030068589,"expected"
"433",0.153158334336091,"expected"
"434",0.153176030068589,"expected"
"435",0.153174260495339,"expected"
"436",0.153163643055841,"expected"
"437",0.153176030068589,"expected"
"438",0.153066316527106,"expected"
"439",0.153179569215088,"expected"
"440",0.153177799641838,"expected"
"441",0.153176030068589,"expected"
"442",0.153176030068589,"expected"
"443",0.153149486469843,"expected"
"444",0.153161873482591,"expected"
"445",0.153114095004849,"expected"
"446",0.15316718220234,"expected"
"447",0.15316541262909,"expected"
"448",0.153085781832853,"expected"
"449",0.153156564762842,"expected"
"450",0.153091090552602,"expected"
"451",0.153172490922089,"expected"
"452",0.153089320979353,"expected"
"453",0.153149486469843,"expected"
"454",0.153174260495339,"expected"
"455",0.15316718220234,"expected"
"456",0.153158334336091,"expected"
"457",0.153092860125852,"expected"
"458",0.153144177750094,"expected"
"459",0.153014998902865,"expected"
"460",0.153145947323343,"expected"
"461",0.153161873482591,"expected"
"462",0.153176030068589,"expected"
"463",0.15317072134884,"expected"
"464",0.15317072134884,"expected"
"465",0.153121173297847,"expected"
"466",0.15316895177559,"expected"
"467",0.153151256043093,"expected"
"468",0.153144177750094,"expected"
"469",0.153183108361588,"expected"
"470",0.153176030068589,"expected"
"471",0.153183108361588,"expected"
"472",0.153174260495339,"expected"
"473",0.153176030068589,"expected"
"474",0.153119403724598,"expected"
"475",0.15316541262909,"expected"
"476",0.153161873482591,"expected"
"477",0.153147716896593,"expected"
"478",0.15316718220234,"expected"
"479",0.153094629699102,"expected"
"480",0.153153025616342,"expected"
"481",0.152852198163891,"expected"
"482",0.153110555858349,"expected"
"483",0.153184877934837,"expected"
"484",0.153177799641838,"expected"
"485",0.152997303170367,"expected"
"486",0.153161873482591,"expected"
"487",0.153138869030345,"expected"
"488",0.153149486469843,"expected"
"489",0.153151256043093,"expected"
"490",0.153160103909341,"expected"
"491",0.153156564762842,"expected"
"492",0.153126482017597,"expected"
"493",0.15316718220234,"expected"
"494",0.153174260495339,"expected"
"495",0.153121173297847,"expected"
"496",0.153158334336091,"expected"
"497",0.153177799641838,"expected"
"498",0.153181338788338,"expected"
"499",0.153181338788338,"expected"
"500",0.153030925062112,"expected"
"501",0.153154795189592,"expected"
"502",0.153184877934837,"expected"
"503",0.153133560310595,"expected"
"504",0.153158334336091,"expected"
"505",0.153158334336091,"expected"
"506",0.153145947323343,"expected"
"507",0.153138869030345,"expected"
"508",0.153163643055841,"expected"
"509",0.152993764023868,"expected"
"510",0.153156564762842,"expected"
"511",0.153181338788338,"expected"
"512",0.153158334336091,"expected"
"513",0.15316541262909,"expected"
"514",0.153163643055841,"expected"
"515",0.153094629699102,"expected"
"516",0.15298314658437,"expected"
"517",0.153154795189592,"expected"
"518",0.153075164393355,"expected"
"519",0.153176030068589,"expected"
"520",0.15316895177559,"expected"
"521",0.153084012259603,"expected"
"522",0.153163643055841,"expected"
"523",0.153046851221359,"expected"
"524",0.153163643055841,"expected"
"525",0.15317072134884,"expected"
"526",0.15298137701112,"expected"
"527",0.153161873482591,"expected"
"528",0.15317072134884,"expected"
"529",0.153163643055841,"expected"
"530",0.153177799641838,"expected"
"531",0.153114095004849,"expected"
"532",0.153177799641838,"expected"
"533",0.153174260495339,"expected"
"534",0.153161873482591,"expected"
"535",0.153177799641838,"expected"
"536",0.153160103909341,"expected"
"537",0.153172490922089,"expected"
"538",0.153147716896593,"expected"
"539",0.15316895177559,"expected"
"540",0.15316541262909,"expected"
"541",0.153177799641838,"expected"
"542",0.153142408176844,"expected"
"543",0.153133560310595,"expected"
"544",0.15316718220234,"expected"
"545",0.153183108361588,"expected"
"546",0.153181338788338,"expected"
"547",0.153130021164096,"expected"
"548",0.153176030068589,"expected"
"549",0.153154795189592,"expected"
"550",0.15316541262909,"expected"
"551",0.153158334336091,"expected"
"552",0.153149486469843,"expected"
"553",0.153154795189592,"expected"
"554",0.153177799641838,"expected"
"555",0.15317072134884,"expected"
"556",0.153174260495339,"expected"
"557",0.153099938418851,"expected"
"558",0.153140638603594,"expected"
"559",0.153161873482591,"expected"
"560",0.153135329883845,"expected"
"561",0.15316895177559,"expected"
"562",0.153163643055841,"expected"
"563",0.153172490922089,"expected"
"564",0.153176030068589,"expected"
"565",0.153154795189592,"expected"
"566",0.153172490922089,"expected"
"567",0.153138869030345,"expected"
"568",0.153084012259603,"expected"
"569",0.153186647508087,"expected"
"570",0.153183108361588,"expected"
"571",0.152990224877369,"expected"
"572",0.15317072134884,"expected"
"573",0.153160103909341,"expected"
"574",0.153184877934837,"expected"
"575",0.15316718220234,"expected"
"576",0.15317072134884,"expected"
"577",0.153154795189592,"expected"
"578",0.153179569215088,"expected"
"579",0.153153025616342,"expected"
"580",0.153149486469843,"expected"
"581",0.153184877934837,"expected"
"582",0.153124712444347,"expected"
"583",0.153138869030345,"expected"
"584",0.153147716896593,"expected"
"585",0.152954833412374,"expected"
"586",0.153149486469843,"expected"
"587",0.153124712444347,"expected"
"588",0.153183108361588,"expected"
"589",0.153158334336091,"expected"
"590",0.153176030068589,"expected"
"591",0.153176030068589,"expected"
"592",0.153092860125852,"expected"
"593",0.15316895177559,"expected"
"594",0.153135329883845,"expected"
"595",0.153055699087608,"expected"
"596",0.153151256043093,"expected"
"597",0.15316541262909,"expected"
"598",0.153140638603594,"expected"
"599",0.153163643055841,"expected"
"600",0.15317072134884,"expected"
"601",0.153179569215088,"expected"
"602",0.15316541262909,"expected"
"603",0.153144177750094,"expected"
"604",0.153176030068589,"expected"
"605",0.15310701671185,"expected"
"606",0.15317072134884,"expected"
"607",0.153122942871097,"expected"
"608",0.153154795189592,"expected"
"609",0.153176030068589,"expected"
"610",0.153176030068589,"expected"
"611",0.153176030068589,"expected"
"612",0.153183108361588,"expected"
"613",0.153163643055841,"expected"
"614",0.153172490922089,"expected"
"615",0.153154795189592,"expected"
"616",0.153137099457095,"expected"
"617",0.153184877934837,"expected"
"618",0.153034464208611,"expected"
"619",0.153156564762842,"expected"
"620",0.15317072134884,"expected"
"621",0.153163643055841,"expected"
"622",0.153009690183115,"expected"
"623",0.153161873482591,"expected"
"624",0.153138869030345,"expected"
"625",0.153154795189592,"expected"
"626",0.153052159941109,"expected"
"627",0.15316718220234,"expected"
"628",0.15317072134884,"expected"
"629",0.153128251590846,"expected"
"630",0.153094629699102,"expected"
"631",0.1531087862851,"expected"
"632",0.153184877934837,"expected"
"633",0.153149486469843,"expected"
"634",0.153174260495339,"expected"
"635",0.153154795189592,"expected"
"636",0.153142408176844,"expected"
"637",0.153183108361588,"expected"
"638",0.153144177750094,"expected"
"639",0.153174260495339,"expected"
"640",0.153112325431599,"expected"
"641",0.153174260495339,"expected"
"642",0.153177799641838,"expected"
"643",0.153161873482591,"expected"
"644",0.153153025616342,"expected"
"645",0.15317072134884,"expected"
"646",0.153133560310595,"expected"
"647",0.153172490922089,"expected"
"648",0.1531052471386,"expected"
"649",0.15316541262909,"expected"
"650",0.153156564762842,"expected"
"651",0.15310347756535,"expected"
"652",0.153186647508087,"expected"
"653",0.153174260495339,"expected"
"654",0.153117634151348,"expected"
"655",0.153138869030345,"expected"
"656",0.153176030068589,"expected"
"657",0.153131790737346,"expected"
"658",0.153161873482591,"expected"
"659",0.153151256043093,"expected"
"660",0.15304154250161,"expected"
"661",0.15317072134884,"expected"
"662",0.153130021164096,"expected"
"663",0.153179569215088,"expected"
"664",0.153172490922089,"expected"
"665",0.153046851221359,"expected"
"666",0.15317072134884,"expected"
"667",0.153161873482591,"expected"
"668",0.153174260495339,"expected"
"669",0.153158334336091,"expected"
"670",0.153133560310595,"expected"
"671",0.153179569215088,"expected"
"672",0.153179569215088,"expected"
"673",0.153151256043093,"expected"
"674",0.1531052471386,"expected"
"675",0.15316895177559,"expected"
"676",0.153174260495339,"expected"
"677",0.15316895177559,"expected"
"678",0.153179569215088,"expected"
"679",0.153174260495339,"expected"
"680",0.153131790737346,"expected"
"681",0.153122942871097,"expected"
"682",0.15310701671185,"expected"
"683",0.15317072134884,"expected"
"684",0.153154795189592,"expected"
"685",0.153115864578098,"expected"
"686",0.153179569215088,"expected"
"687",0.153091090552602,"expected"
"688",0.153149486469843,"expected"
"689",0.153075164393355,"expected"
"690",0.153138869030345,"expected"
"691",0.153076933966605,"expected"
"692",0.153174260495339,"expected"
"693",0.15316895177559,"expected"
"694",0.153184877934837,"expected"
"695",0.153179569215088,"expected"
"696",0.15316541262909,"expected"
"697",0.15317072134884,"expected"
"698",0.15317072134884,"expected"
"699",0.153177799641838,"expected"
"700",0.153161873482591,"expected"
"701",0.153158334336091,"expected"
"702",0.153172490922089,"expected"
"703",0.153176030068589,"expected"
"704",0.153160103909341,"expected"
"705",0.153160103909341,"expected"
"706",0.153183108361588,"expected"
"707",0.15316541262909,"expected"
"708",0.15316895177559,"expected"
"709",0.153181338788338,"expected"
"710",0.153183108361588,"expected"
"711",0.153184877934837,"expected"
"712",0.15316541262909,"expected"
"713",0.153176030068589,"expected"
"714",0.153158334336091,"expected"
"715",0.153174260495339,"expected"
"716",0.153177799641838,"expected"
"717",0.15317072134884,"expected"
"718",0.153177799641838,"expected"
"719",0.153176030068589,"expected"
"720",0.153153025616342,"expected"
"721",0.152945985546126,"expected"
"722",0.153177799641838,"expected"
"723",0.153183108361588,"expected"
"724",0.153149486469843,"expected"
"725",0.153176030068589,"expected"
"726",0.1531087862851,"expected"
"727",0.153177799641838,"expected"
"728",0.1531087862851,"expected"
"729",0.153181338788338,"expected"
"730",0.153142408176844,"expected"
"731",0.153128251590846,"expected"
"732",0.153161873482591,"expected"
"733",0.153110555858349,"expected"
"734",0.153179569215088,"expected"
"735",0.153156564762842,"expected"
"736",0.153158334336091,"expected"
"737",0.153174260495339,"expected"
"738",0.153177799641838,"expected"
"739",0.153071625246855,"expected"
"740",0.153176030068589,"expected"
"741",0.153151256043093,"expected"
"742",0.153172490922089,"expected"
"743",0.153069855673606,"expected"
"744",0.15316718220234,"expected"
"745",0.15316541262909,"expected"
"746",0.153094629699102,"expected"
"747",0.15316895177559,"expected"
"748",0.153119403724598,"expected"
"749",0.15317072134884,"expected"
"750",0.153131790737346,"expected"
"751",0.153156564762842,"expected"
"752",0.153172490922089,"expected"
"753",0.153174260495339,"expected"
"754",0.1531087862851,"expected"
"755",0.15316541262909,"expected"
"756",0.153057468660858,"expected"
"757",0.153174260495339,"expected"
"758",0.153145947323343,"expected"
"759",0.153161873482591,"expected"
"760",0.153172490922089,"expected"
"761",0.153131790737346,"expected"
"762",0.153147716896593,"expected"
"763",0.153176030068589,"expected"
"764",0.153144177750094,"expected"
"765",0.153153025616342,"expected"
"766",0.15317072134884,"expected"
"767",0.153174260495339,"expected"
"768",0.153087551406103,"expected"
"769",0.153147716896593,"expected"
"770",0.153176030068589,"expected"
"771",0.153174260495339,"expected"
"772",0.153160103909341,"expected"
"773",0.153140638603594,"expected"
"774",0.153142408176844,"expected"
"775",0.153177799641838,"expected"
"776",0.15317072134884,"expected"
"777",0.153177799641838,"expected"
"778",0.153158334336091,"expected"
"779",0.153112325431599,"expected"
"780",0.153176030068589,"expected"
"781",0.153156564762842,"expected"
"782",0.153149486469843,"expected"
"783",0.153131790737346,"expected"
"784",0.153144177750094,"expected"
"785",0.153177799641838,"expected"
"786",0.153145947323343,"expected"
"787",0.153172490922089,"expected"
"788",0.15316541262909,"expected"
"789",0.153181338788338,"expected"
"790",0.153176030068589,"expected"
"791",0.153186647508087,"expected"
"792",0.153066316527106,"expected"
"793",0.153153025616342,"expected"
"794",0.153053929514358,"expected"
"795",0.153059238234107,"expected"
"796",0.153147716896593,"expected"
"797",0.153163643055841,"expected"
"798",0.153172490922089,"expected"
"799",0.153138869030345,"expected"
"800",0.153151256043093,"expected"
"801",0.153135329883845,"expected"
"802",0.15316718220234,"expected"
"803",0.153145947323343,"expected"
"804",0.153176030068589,"expected"
"805",0.15316541262909,"expected"
"806",0.153174260495339,"expected"
"807",0.153158334336091,"expected"
"808",0.153119403724598,"expected"
"809",0.153176030068589,"expected"
"810",0.153177799641838,"expected"
"811",0.153151256043093,"expected"
"812",0.153153025616342,"expected"
"813",0.153151256043093,"expected"
"814",0.153177799641838,"expected"
"815",0.153124712444347,"expected"
"816",0.153156564762842,"expected"
"817",0.153156564762842,"expected"
"818",0.15316895177559,"expected"
"819",0.153099938418851,"expected"
"820",0.15316895177559,"expected"
"821",0.153160103909341,"expected"
"822",0.153140638603594,"expected"
"823",0.15316718220234,"expected"
"824",0.153082242686354,"expected"
"825",0.153177799641838,"expected"
"826",0.15316541262909,"expected"
"827",0.153154795189592,"expected"
"828",0.15316541262909,"expected"
"829",0.153161873482591,"expected"
"830",0.152958372558874,"expected"
"831",0.15316895177559,"expected"
"832",0.153174260495339,"expected"
"833",0.1531087862851,"expected"
"834",0.153172490922089,"expected"
"835",0.153068086100356,"expected"
"836",0.153154795189592,"expected"
"837",0.153179569215088,"expected"
"838",0.153112325431599,"expected"
"839",0.153145947323343,"expected"
"840",0.15316541262909,"expected"
"841",0.153158334336091,"expected"
"842",0.15316895177559,"expected"
"843",0.153158334336091,"expected"
"844",0.15316895177559,"expected"
"845",0.153145947323343,"expected"
"846",0.153174260495339,"expected"
"847",0.153179569215088,"expected"
"848",0.153183108361588,"expected"
"849",0.15316895177559,"expected"
"850",0.153177799641838,"expected"
"851",0.153133560310595,"expected"
"852",0.15316895177559,"expected"
"853",0.153172490922089,"expected"
"854",0.153163643055841,"expected"
"855",0.153131790737346,"expected"
"856",0.153145947323343,"expected"
"857",0.153176030068589,"expected"
"858",0.1531052471386,"expected"
"859",0.153176030068589,"expected"
"860",0.153174260495339,"expected"
"861",0.15316541262909,"expected"
"862",0.153156564762842,"expected"
"863",0.153176030068589,"expected"
"864",0.15316895177559,"expected"
"865",0.152970759571622,"expected"
"866",0.153174260495339,"expected"
"867",0.153020307622614,"expected"
"868",0.153156564762842,"expected"
"869",0.153174260495339,"expected"
"870",0.15316541262909,"expected"
"871",0.153183108361588,"expected"
"872",0.153156564762842,"expected"
"873",0.153174260495339,"expected"
