"LD1","LD2","LD3","LD4","LD5","LD6","LD7","LD8","LD9","LD10","LD11","LD12","LD13","LD14","LD15","LD16","LD17","LD18","LD19","LD20","LD21","LD22","LD23","LD24","LD25","LD26","LD27","LD28","LD29","LD30","LD31","LD32"
28.949445815744,-67.5119492736607,12.233552536794,20.8784202290629,2.60235353594992,2.00602716061525,27.3605567226679,-35.2112935294847,-20.8824378254041,38.6415797613856,42.8016389596537,-5.57119440711341,58.4517590576832,11.9811377640787,-48.8798313593607,46.10085592851,74.4749640815119,-18.1903030452779,-29.722037270294,54.1607337882027,-96.4652665944558,7.63790817772443,55.9517811311319,-21.456426654046,59.6494627841964,-39.0686167316862,-47.0796254157294,-26.423364376633,-48.4599880699734,-45.9695055908774,-30.2421796254839,-9.01222123445639
-23.9012559314807,103.869931985749,-26.652464336651,-38.8780542410623,23.923077867998,14.9841928117919,-21.6557211486284,19.8540781327107,-11.250218951016,-41.4661353703977,-61.5749668567196,33.4956053271628,-57.526509204237,-1.73532878475308,47.57353412273,-64.9520237743043,-81.4832247374692,16.9789922097161,39.1157337614013,-45.5387728933282,97.6759072050048,-9.26988287383434,-87.5519882135083,27.936679037639,-92.6689567636612,59.4902580964789,65.7402061511946,33.7526967891912,49.5356547674663,43.3689207529442,38.7580518685983,14.8090249192643
16.0843721004747,-84.9446205861932,20.7492268188789,20.7521492183473,-27.0829011384528,-13.1011829487325,17.8908631900086,-15.1157696048297,20.3878976489656,44.5001793842039,44.6642192594227,-34.0836334461083,59.8064533122843,10.6491206984598,-41.8383883996059,65.8475934514169,60.4913280502225,-24.4204787627582,-29.8836454902579,27.1554629672815,-84.3829251590922,1.54198008191848,76.4156984736746,-19.1516814792639,71.8995454495892,-52.9754235676137,-54.1312631105153,-27.1595584567831,-31.8999637946006,-30.4742425922421,-35.5447701942406,-14.524250668532
-15.9152131701409,-12.0521149517111,-2.06870733201368,-2.00926192270902,-10.8060213438109,-1.78592202942142,0.125537394936142,8.50961175289785,9.44743388733699,0.395559973899122,5.17709900422349,-6.35188430310794,-3.61602321889244,0.158537002129951,4.35738786661592,-1.75450561072254,-3.74451865286904,0.672873895318995,0.333121546501058,-1.76318091581051,1.5560705165923,-0.183723133604236,2.02142499878925,-1.57067214402518,2.5393672065678,-1.80356953813788,-1.5792668623004,2.34054465585105,-0.601712000030411,1.37230477855989,-0.0253654785582522,0.190141281814983
-1.05303123748238,-0.135311236855093,-1.89484208933808,-2.06880703947099,1.33817320578097,2.56395800775773,2.95808029101186,-1.11156703701623,4.55608080979868,0.934620419874716,-6.74002349487646,-4.50456555495476,-0.835525382315382,0.659289101803159,0.896435247321185,-1.3086691387156,0.372786378016698,0.465541906155951,1.23651070041627,-0.88969004266072,-4.8530940594218,0.986456612504912,-3.76187142054389,6.94369185833002,0.791620561951953,-5.11547410797233,-3.88399979651998,0.393441152372279,-0.800755127483081,3.11218861277886,-1.23772413412292,-2.64720478067203
-0.911750001214896,0.162944794607932,-0.438616574305872,-1.27401508156552,0.161524814728186,-0.321406118791569,0.739829508555916,0.181598097435064,2.53661603227947,0.178447053684655,-1.22281252249924,0.58201405202977,1.04998151687135,-2.00507294836367,0.373599443200448,-0.27202975033743,0.319040310068401,0.19096666071192,0.463706476871207,2.16109770865404,-0.87996039888261,1.52905460008822,-1.64224842009925,2.6318228102856,-1.52331450829274,-2.4821266987208,-2.92175134251852,-0.73205634712955,0.396024508364787,2.35268667858556,-0.840144171875472,-1.14634756523458
-0.766554981814631,1.62063985263763,-0.341783873513526,-0.76340734473131,-0.649789809176087,1.47566871575458,0.971856090389858,-0.161623407081485,3.43026710009065,1.18630929387596,-0.618556039000285,1.90151521761336,-2.56416392315248,-1.36743892280678,-2.54750232764481,0.605729152936137,1.59766088685757,1.04207384535754,-2.35266612164059,-1.96606066957861,0.643888925784456,-3.2776288069528,3.90166294869103,-7.732742006163,1.47102697063302,4.73004919775542,6.03189286522343,0.421679936769611,0.299827996305954,-5.83294743222417,1.31571075295999,3.60965253973188
-0.642897482488247,0.304268924615498,0.503375360424867,-0.548649761080901,-0.560236007515555,-1.94481070877896,-0.70973226141344,0.901510558977773,0.836573492979958,-0.300632406021989,2.25649354000026,3.44075148678191,1.93934141022031,-3.15535792536565,-0.00873339942229006,0.390334567807509,0.222440931367278,-0.00875251819675457,-0.0833490167826112,3.50573214324999,1.62547931570353,1.53449556607467,-0.0661764161405189,-0.429578193362282,-2.56741246661968,-0.433856447699318,-1.76194660666397,-1.24143435283973,1.01573621945656,1.42774959063494,-0.435879905253103,-0.0337335701042697
0.631751561098554,0.0619558767317225,-0.498454307629502,-0.132084982196102,0.114774299936708,-0.135953052179965,0.150546836048229,-0.184040182501074,-0.0106408254966704,-0.0159388777782927,0.0944003251827123,0.0406356887326488,-0.0216312742798731,-0.07062865979334,-0.0128933824390989,-0.064007204323239,0.102382433502823,-0.0511232951105966,-0.322226713995989,-0.115090913509936,0.150865861877064,-0.0472573238194621,0.0492637147464333,-0.0571724141751015,0.091156311434695,0.0341933801431499,-0.0286070894354298,-0.313040446798648,0.189797107902825,0.041383257759752,0.158093830643621,-0.425542599126384
-0.273790759353502,-0.557830150823711,-0.139166686379974,-0.400322449431513,-0.28827285583148,-0.00331411207518344,-0.202169394587597,-0.0578630543214992,-0.532984575156866,-0.0364665627015795,-0.500853288743625,0.739548647857771,-0.28189643807145,0.358674933640797,-0.402246012524035,-0.113461645958907,-0.464331009241707,-0.73445921709226,0.450391722028804,0.797634056995343,-0.859068770742024,0.263469302021304,-0.48888558416167,0.0526522193022128,-0.227779345136594,0.275639221412557,0.565391457085814,0.0915756168951994,-0.883934785216371,-0.27258070064954,0.135239117607619,0.130175188786053
0.221759757664233,-0.137913518917519,0.282193066486452,-0.671601223533435,-0.145321867739217,0.566448284497681,-0.214534492816391,0.275051654009507,-0.196645266064683,-0.0816079433089245,-0.103403845674217,-0.0148717922959554,-0.0526313505405047,-0.196876534475077,-0.162518104892614,0.0279838743991242,0.0233608412801591,-0.00417724726582811,-0.119691531232283,-0.0660364293979652,0.00280509638766497,0.0604018965269516,0.0176485956205439,0.0204213118712728,-0.108365780351907,-0.0838272791250965,-0.0214363573469659,-0.0221220645965688,0.0874543648220656,0.00334730976970439,-0.0596736068234467,0.00553517717156907
0.21027707191683,-0.213049771705081,0.143761900355674,0.189911702702331,0.283890249366076,0.202178994656907,0.103359060041172,0.12334636776685,-0.246173360077802,0.779448300058272,-0.298635430319986,0.430986208286377,-0.338442024993105,-0.0222538064219411,-0.309457868412128,0.109616405140283,0.212109754185138,-0.00438989769247558,1.10182838066736,0.298439778960135,-0.0529418477355988,-0.782223833526413,0.126050735226462,0.485293295218798,0.86908899924434,1.42991417984729,-0.293075635770616,-0.880810326997128,0.454161156255305,1.246003399227,0.202737187797181,0.455796700895962
0.158678722238472,-0.121078127162772,-0.167432408928434,0.00225458576688996,-0.116426060436855,-0.0202299228442268,-0.0317577008883954,0.0965403875639928,0.0524789495082784,-0.107461265569668,-0.057614042370717,0.0700643312912082,0.0282448573912468,-0.0882173129690317,0.217802052525405,0.127829580587594,-0.0267453936600175,-0.0571206598674195,0.25887556607535,-0.0701060853194398,0.0315970617348964,0.0509661736796812,0.0271356218932416,0.16478673860581,0.0966647574515638,-0.0556741072860502,-0.0490529782266543,0.316379697756859,-0.171948499632304,-0.0522937012518781,-0.247892668133798,0.703566945097449
-0.0851273327604009,-0.36551444207698,0.106113443084909,-0.404842711625179,0.316162440863337,-0.0977686111695807,0.452959691299752,0.847640701774526,-0.197388727142986,0.244934857709979,0.484488205645846,1.24881189599102,-0.519816893922799,1.06161115135955,-0.947851942068659,0.239827040387291,-0.00312711010221111,1.74381664073895,-0.747284792825129,0.014692315056341,0.255699872706674,-0.883677326574853,-1.65801866356828,0.136511617782378,0.896843935587955,-0.523080484435502,-1.27538418652479,-1.01330471072786,-0.659514893444397,-1.6722756551339,-0.752737904272079,0.395019221693173
0.0840322823233029,0.0817700835702503,0.0362175246791931,-0.125201289593201,0.0894507309973662,0.048281154711586,-0.147737004206359,-0.017154897380762,0.0918823932586584,-0.00268985929221872,-0.181318299842376,-0.206507990102892,0.391047603140033,0.0606332121653054,0.26042252587085,-0.161706809924859,-0.0666691239466635,-0.142151007025656,0.0236436640762938,0.200745432488416,0.0630803991180954,0.262490328217823,0.246556252256385,-0.226119448980519,0.147618950685019,0.129786582511243,0.164605279677625,0.177538387957931,-0.0827642508014904,0.307831942932845,0.114377238931931,-0.0561888869059942
-0.0824709298554305,0.048496093208698,-0.0248192330706898,0.0909904922855672,-0.0692256146775667,-0.0546463581712744,-0.156296578081398,-0.147834184634238,0.0285226873864642,-0.425837333810882,-0.146768993935781,0.0511093937841811,-0.0752737601857969,-0.0279209710542776,0.11296145024048,0.172521145628523,0.103969845430053,0.131141554737213,-0.149699237897847,0.10691262023773,-0.0167311802093824,-0.00215955247863369,0.0913195264006861,-0.129628403901935,-0.0861003565957036,-0.0898466549831456,-0.106915247818194,-0.0764125659571253,-0.0147584670964768,-0.0245769616001921,-0.039144489942987,-0.00796098446150096
