"study","dyad","actor","receiver","kinship","actor.sex","receiver.sex","actor.adult","receiver.adult","actor.age","receiver.age","possible.groom.sec","possible.donation.sec","donation.sec","groom.sec","donation.rate","donation.lograte","groom.rate","groom.lograte","contact.sec","possible.contact.sec","contact.rate","contact.lograte"
"2010-2014","zarison_zaria","zarison","zaria",0.5,"m","f",FALSE,TRUE,1.020833333,2.354166667,NA,32400,2369,NA,263.222222222222,0.748190814718312,NA,NA,2369,32400,263.222222222222,0.748190814718312
"2016-2017","c_cat","c","cat",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,115,0,0,3.83333333333333,0.410149848197551,115,108000,3.83333333333333,0.410149848197551
"2016-2017","c_cc","c","cc",0.0519,"f","f",TRUE,TRUE,NA,NA,108000,61200,0,0,0,0,0,0,0,108000,0,0
"2016-2017","c_ccc","c","ccc",0.4087,"f","f",TRUE,TRUE,NA,NA,108000,64800,0,437,0,0,14.5666666666667,0.524786753275963,437,108000,14.5666666666667,0.524786753275963
"2016-2017","c_ccs","c","ccs",0.2382,"f","f",TRUE,TRUE,NA,NA,108000,68400,0,37,0,0,1.23333333333333,0.313858652352623,37,108000,1.23333333333333,0.313858652352623
"2016-2017","c_cd","c","cd",0.1702,"f","f",TRUE,TRUE,NA,NA,36000,28800,0,0,0,0,0,0,0,36000,0,0
"2016-2017","c_cs","c","cs",0,"f","f",TRUE,TRUE,NA,NA,86400,61200,0,19,0,0,0.791666666666667,0.26355239011462,19,86400,0.791666666666667,0.26355239011462
"2016-2017","c_csc","c","csc",0.4258,"f","f",TRUE,TRUE,NA,NA,NA,10800,32,NA,10.6666666666667,0.376482619217023,NA,NA,32,10800,10.6666666666667,0.376482619217023
"2016-2017","c_d","c","d",0.1572,"f","f",TRUE,TRUE,NA,NA,90000,46800,0,6,0,0,0.24,0.170580676744041,6,90000,0.24,0.170580676744041
"2016-2017","c_dcd","c","dcd",0.2001,"f","f",TRUE,TRUE,NA,NA,108000,64800,0,0,0,0,0,0,0,108000,0,0
"2016-2017","c_dd","c","dd",0.261,"f","f",TRUE,TRUE,NA,NA,108000,68400,68,260,3.57894736842105,0.380315978150299,8.66666666666667,0.480118627942639,328,108000,10.9333333333333,0.500096161227429
"2016-2017","c_ddd","c","ddd",0,"f","f",TRUE,FALSE,NA,NA,79200,36000,0,737,0,0,33.5,0.585469944834187,737,79200,33.5,0.585469944834187
"2016-2017","c_ddld","c","ddld",0,"f","f",TRUE,FALSE,NA,NA,108000,54000,0,0,0,0,0,0,0,108000,0,0
"2016-2017","c_dld","c","dld",0.0923,"f","m",TRUE,FALSE,NA,NA,72000,54000,0,0,0,0,0,0,0,72000,0,0
"2016-2017","c_dos","c","dos",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,130,0,0,4.33333333333333,0.420642369589431,130,108000,4.33333333333333,0.420642369589431
"2016-2017","c_dr","c","dr",0.1014,"f","f",TRUE,FALSE,NA,NA,72000,36000,0,73,0,0,3.65,0.384826799710401,73,72000,3.65,0.384826799710401
"2016-2017","c_ds","c","ds",0.0928,"f","f",TRUE,TRUE,NA,NA,108000,64800,0,0,0,0,0,0,0,108000,0,0
"2016-2017","c_eve","c","eve",0,"f","f",TRUE,TRUE,NA,NA,90000,54000,0,853,0,0,34.12,0.591706575748703,853,90000,34.12,0.591706575748703
"2016-2017","c_hilga","c","hilga",0,"f","f",TRUE,FALSE,NA,NA,NA,3600,0,NA,0,0,NA,NA,0,3600,0,0
"2016-2017","c_ivy","c","ivy",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,7654,0,0,255.133333333333,0.77163087864406,7654,108000,255.133333333333,0.77163087864406
"2016-2017","c_ld","c","ld",0,"f","f",TRUE,FALSE,NA,NA,72000,36000,0,5,0,0,0.25,0.160201355570235,5,72000,0.25,0.160201355570235
"2016-2017","c_ldc","c","ldc",0.1429,"f","m",TRUE,FALSE,NA,NA,90000,54000,0,0,0,0,0,0,0,90000,0,0
"2016-2017","c_ldd","c","ldd",0,"f","m",TRUE,FALSE,NA,NA,108000,54000,0,0,0,0,0,0,0,108000,0,0
"2016-2017","c_lds","c","lds",0.0161,"f","f",TRUE,FALSE,NA,NA,111600,57600,81,517,5.0625,0.402026051059127,16.6774193548387,0.537739765384589,598,111600,19.2903225806452,0.55024001504691
"2016-2017","c_lsd","c","lsd",0.1189,"f","f",TRUE,FALSE,NA,NA,25200,14400,0,0,0,0,0,0,0,25200,0,0
"2016-2017","c_no-band","c","no-band",NA,"f","f",TRUE,FALSE,NA,NA,93600,43200,0,39,0,0,1.5,0.322263346487728,39,93600,1.5,0.322263346487728
"2016-2017","c_ola","c","ola",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,1306,0,0,43.5333333333333,0.619116477960649,1306,108000,43.5333333333333,0.619116477960649
"2016-2017","c_r","c","r",0,"f","f",TRUE,TRUE,NA,NA,72000,61200,0,115,0,0,5.75,0.4250188741956,115,72000,5.75,0.4250188741956
"2016-2017","c_rc","c","rc",0.2335,"f","f",TRUE,TRUE,NA,NA,108000,64800,13,0,0.722222222222222,0.238202258985852,0,0,13,108000,0.433333333333333,0.227703466140485
"2016-2017","c_s","c","s",0.0124,"f","f",TRUE,TRUE,NA,NA,108000,64800,16,293,0.888888888888889,0.255726850330091,9.76666666666667,0.490391322153515,309,108000,10.3,0.494963630097393
"2016-2017","c_sc","c","sc",0.2568,"f","f",TRUE,TRUE,NA,NA,82800,43200,0,13,0,0,0.565217391304348,0.233046150021821,13,82800,0.565217391304348,0.233046150021821
"2016-2017","c_scc","c","scc",NA,"f","f",TRUE,TRUE,NA,NA,NA,10800,0,NA,0,0,NA,NA,0,10800,0,0
"2016-2017","c_scs","c","scs",0.2765,"f","f",TRUE,TRUE,NA,NA,61200,18000,0,0,0,0,0,0,0,61200,0,0
"2016-2017","c_sd","c","sd",0.0683,"f","f",TRUE,TRUE,NA,NA,104400,64800,71,71,3.94444444444444,0.386013414352918,2.44827586206897,0.370082354371389,142,104400,4.89655172413793,0.429460980594052
"2016-2017","c_sld","c","sld",0.4836,"f","m",TRUE,FALSE,NA,NA,72000,18000,0,0,0,0,0,0,0,72000,0,0
"2016-2017","c_son-of-ola","c","son-of-ola",NA,"f","m",TRUE,FALSE,NA,NA,108000,54000,0,0,0,0,0,0,0,108000,0,0
"2016-2017","c_ss","c","ss",0.2406,"f","f",TRUE,TRUE,NA,NA,79200,39600,0,0,0,0,0,0,0,79200,0,0
"2016-2017","c_sss","c","sss",0.1121,"f","f",TRUE,FALSE,NA,NA,72000,57600,0,0,0,0,0,0,0,72000,0,0
"2016-2017","c_tes","c","tes",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,105,0,0,3.5,0.402371420259814,105,108000,3.5,0.402371420259814
"2016-2017","c_una","c","una",0,"f","f",TRUE,TRUE,NA,NA,39600,18000,0,229,0,0,20.8181818181818,0.513676470603646,229,39600,20.8181818181818,0.513676470603646
"2016-2017","cat_c","cat","c",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,52,0,0,1.73333333333333,0.342565210751658,52,108000,1.73333333333333,0.342565210751658
"2016-2017","cat_cc","cat","cc",0,"f","f",TRUE,TRUE,NA,NA,72000,36000,0,0,0,0,0,0,0,72000,0,0
"2016-2017","cat_ccc","cat","ccc",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,212,0,14.1333333333333,0.492008848292843,0,0,212,108000,7.06666666666667,0.462583664031975
"2016-2017","cat_ccs","cat","ccs",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,30,20,2,0.315138969731475,0.666666666666667,0.26268785601303,50,108000,1.66666666666667,0.33924625842132
"2016-2017","cat_cd","cat","cd",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,138,0,9.2,0.452839494981978,0,0,138,108000,4.6,0.425756881271518
"2016-2017","cat_cs","cat","cs",0,"f","f",TRUE,TRUE,NA,NA,90000,36000,0,26,0,0,1.04,0.288916774144949,26,90000,1.04,0.288916774144949
"2016-2017","cat_d","cat","d",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,256,78,17.0666666666667,0.509241885954445,2.6,0.377005232118959,334,108000,11.1333333333333,0.501655519125384
"2016-2017","cat_dcd","cat","dcd",0,"f","f",TRUE,TRUE,NA,NA,72000,18000,0,0,0,0,0,0,0,72000,0,0
"2016-2017","cat_dd","cat","dd",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,0,0,0,0,0,0,108000,0,0
"2016-2017","cat_ddd","cat","ddd",0.1228,"f","f",TRUE,FALSE,NA,NA,46800,18000,166,448,33.2,0.522344096290402,34.4615384615385,0.567902937970068,614,46800,47.2307692307692,0.597158094779888
"2016-2017","cat_ddld","cat","ddld",0,"f","f",TRUE,FALSE,NA,NA,108000,54000,0,0,0,0,0,0,0,108000,0,0
"2016-2017","cat_dld","cat","dld",0,"f","m",TRUE,FALSE,NA,NA,108000,54000,11,8,0.733333333333333,0.228041304426028,0.266666666666667,0.1895811987614,19,108000,0.633333333333333,0.258478137122019
"2016-2017","cat_dos","cat","dos",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,101,137,6.73333333333333,0.424436400202898,4.56666666666667,0.425133902955925,238,108000,7.93333333333333,0.472520895614131
"2016-2017","cat_dr","cat","dr",0,"f","f",TRUE,FALSE,NA,NA,108000,54000,0,0,0,0,0,0,0,108000,0,0
"2016-2017","cat_ds","cat","ds",0,"f","f",TRUE,TRUE,NA,NA,93600,54000,0,0,0,0,0,0,0,93600,0,0
"2016-2017","cat_eve","cat","eve",0.2456,"f","f",TRUE,TRUE,NA,NA,90000,36000,857,1029,85.7,0.643830669134611,41.16,0.608132770845353,1886,90000,75.44,0.661205400002846
"2016-2017","cat_ivy","cat","ivy",0.087,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,87,0,0,2.9,0.386314120687829,87,108000,2.9,0.386314120687829
"2016-2017","cat_ld","cat","ld",0,"f","f",TRUE,FALSE,NA,NA,108000,54000,701,22,46.7333333333333,0.601458216831957,0.733333333333333,0.270537094067069,723,108000,24.1,0.568149773418091
"2016-2017","cat_ldc","cat","ldc",0,"f","m",TRUE,FALSE,NA,NA,25200,3600,0,0,0,0,0,0,0,25200,0,0
"2016-2017","cat_ldd","cat","ldd",0,"f","m",TRUE,FALSE,NA,NA,108000,54000,0,0,0,0,0,0,0,108000,0,0
"2016-2017","cat_lds","cat","lds",0,"f","f",TRUE,FALSE,NA,NA,104400,54000,125,0,8.33333333333333,0.443828356581244,0,0,125,104400,4.31034482758621,0.418508844206932
"2016-2017","cat_lsd","cat","lsd",0,"f","f",TRUE,FALSE,NA,NA,25200,14400,0,0,0,0,0,0,0,25200,0,0
"2016-2017","cat_no-band","cat","no-band",NA,"f","f",TRUE,FALSE,NA,NA,86400,43200,393,38,32.75,0.559919172105601,1.58333333333333,0.322305313025937,431,86400,17.9583333333333,0.533875500869464
"2016-2017","cat_ola","cat","ola",0,"f","f",TRUE,TRUE,NA,NA,90000,54000,1138,910,75.8666666666667,0.64587265540504,36.4,0.597370510493627,2048,90000,81.92,0.668425486255812
"2016-2017","cat_r","cat","r",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,41,0,0,1.36666666666667,0.322494065521186,41,108000,1.36666666666667,0.322494065521186
"2016-2017","cat_rc","cat","rc",0,"f","f",TRUE,TRUE,NA,NA,72000,18000,0,0,0,0,0,0,0,72000,0,0
"2016-2017","cat_s","cat","s",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,6,0,0,0.2,0.16789725663233,6,108000,0.2,0.16789725663233
"2016-2017","cat_sc","cat","sc",0,"f","f",TRUE,TRUE,NA,NA,90000,54000,73,43,4.86666666666667,0.394986515196677,1.72,0.331726328163168,116,90000,4.64,0.417457534185225
"2016-2017","cat_scs","cat","scs",0,"f","f",TRUE,TRUE,NA,NA,104400,50400,0,9,0,0,0.310344827586207,0.19925476729798,9,104400,0.310344827586207,0.19925476729798
"2016-2017","cat_sd","cat","sd",0,"f","f",TRUE,TRUE,NA,NA,104400,50400,0,0,0,0,0,0,0,104400,0,0
"2016-2017","cat_sld","cat","sld",0,"f","m",TRUE,FALSE,NA,NA,90000,36000,0,0,0,0,0,0,0,90000,0,0
"2016-2017","cat_son-of-ola","cat","son-of-ola",NA,"f","m",TRUE,FALSE,NA,NA,72000,36000,0,22,0,0,1.1,0.280344785335998,22,72000,1.1,0.280344785335998
"2016-2017","cat_ss","cat","ss",0,"f","f",TRUE,TRUE,NA,NA,111600,57600,0,0,0,0,0,0,0,111600,0,0
"2016-2017","cat_sss","cat","sss",0,"f","f",TRUE,FALSE,NA,NA,72000,36000,0,34,0,0,1.7,0.317883950807304,34,72000,1.7,0.317883950807304
"2016-2017","cat_tes","cat","tes",0.0481,"f","f",TRUE,TRUE,NA,NA,93600,54000,71,11,4.73333333333333,0.392472095665334,0.423076923076923,0.21708335624175,82,93600,3.15384615384615,0.386033314337849
"2016-2017","cat_una","cat","una",0,"f","f",TRUE,TRUE,NA,NA,104400,50400,1165,429,83.2142857142857,0.652151802489155,14.7931034482759,0.524731144303082,1594,104400,54.9655172413793,0.638165335477651
"2016-2017","cc_c","cc","c",0.0519,"f","f",TRUE,TRUE,NA,NA,108000,64800,74,0,4.11111111111111,0.389698022186902,0,0,74,108000,2.46666666666667,0.372522035592114
"2016-2017","cc_cat","cc","cat",0,"f","f",TRUE,TRUE,NA,NA,72000,36000,0,13,0,0,0.65,0.235958324146084,13,72000,0.65,0.235958324146084
"2016-2017","cc_ccc","cc","ccc",0.0562,"f","f",TRUE,TRUE,NA,NA,79200,36000,0,9,0,0,0.409090909090909,0.20413474178103,9,79200,0.409090909090909,0.20413474178103
"2016-2017","cc_ccs","cc","ccs",0.2151,"f","f",TRUE,TRUE,NA,NA,108000,68400,0,139,0,0,4.63333333333333,0.426375393754348,139,108000,4.63333333333333,0.426375393754348
"2016-2017","cc_cd","cc","cd",0.0079,"f","f",TRUE,TRUE,NA,NA,108000,64800,239,189,13.2777777777778,0.49468443052587,6.3,0.452724370458329,428,108000,14.2666666666667,0.522995364599508
"2016-2017","cc_cs","cc","cs",0,"f","f",TRUE,TRUE,NA,NA,108000,64800,0,98,0,0,3.26666666666667,0.396476690924761,98,108000,3.26666666666667,0.396476690924761
"2016-2017","cc_csc","cc","csc",0.1587,"f","f",TRUE,TRUE,NA,NA,NA,10800,0,NA,0,0,NA,NA,0,10800,0,0
"2016-2017","cc_d","cc","d",0.2982,"f","f",TRUE,TRUE,NA,NA,108000,64800,197,157,10.9444444444444,0.47732087465318,5.23333333333333,0.436811441627115,354,108000,11.8,0.506658782756982
"2016-2017","cc_dcd","cc","dcd",0.149,"f","f",TRUE,TRUE,NA,NA,36000,28800,0,0,0,0,0,0,0,36000,0,0
"2016-2017","cc_dd","cc","dd",0.0803,"f","f",TRUE,TRUE,NA,NA,108000,68400,300,323,15.7894736842105,0.512624144053276,10.7666666666667,0.498774816539112,623,108000,20.7666666666667,0.555324710468771
"2016-2017","cc_ddd","cc","ddd",0,"f","f",TRUE,FALSE,NA,NA,64800,36000,0,42,0,0,2.33333333333333,0.339487268428029,42,64800,2.33333333333333,0.339487268428029
"2016-2017","cc_ddld","cc","ddld",0.0973,"f","f",TRUE,FALSE,NA,NA,108000,54000,0,0,0,0,0,0,0,108000,0,0
"2016-2017","cc_dld","cc","dld",0.2888,"f","m",TRUE,FALSE,NA,NA,108000,54000,0,5,0,0,0.166666666666667,0.154596808888856,5,108000,0.166666666666667,0.154596808888856
"2016-2017","cc_dos","cc","dos",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,6,0,0,0.2,0.16789725663233,6,108000,0.2,0.16789725663233
"2016-2017","cc_dr","cc","dr",0,"f","f",TRUE,FALSE,NA,NA,108000,54000,0,0,0,0,0,0,0,108000,0,0
"2016-2017","cc_ds","cc","ds",0.0626,"f","f",TRUE,TRUE,NA,NA,108000,64800,24,519,1.33333333333333,0.290536883861607,17.3,0.539593619685622,543,108000,18.1,0.543486706581399
"2016-2017","cc_eve","cc","eve",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,257,0,0,8.56666666666667,0.479121135655292,257,108000,8.56666666666667,0.479121135655292
"2016-2017","cc_hilga","cc","hilga",0,"f","f",TRUE,FALSE,NA,NA,NA,3600,0,NA,0,0,NA,NA,0,3600,0,0
"2016-2017","cc_ivy","cc","ivy",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,56,0,0,1.86666666666667,0.348843042225167,56,108000,1.86666666666667,0.348843042225167
"2016-2017","cc_ld","cc","ld",0,"f","f",TRUE,FALSE,NA,NA,79200,25200,0,30,0,0,1.36363636363636,0.304438734272979,30,79200,1.36363636363636,0.304438734272979
"2016-2017","cc_ldc","cc","ldc",0.5,"f","m",TRUE,FALSE,NA,NA,90000,54000,5468,13920,364.533333333333,0.789855644538435,556.8,0.83638829257454,19388,90000,775.52,0.865431072958833
"2016-2017","cc_ldd","cc","ldd",0,"f","m",TRUE,FALSE,NA,NA,108000,54000,0,5,0,0,0.166666666666667,0.154596808888856,5,108000,0.166666666666667,0.154596808888856
"2016-2017","cc_lds","cc","lds",0.1204,"f","f",TRUE,FALSE,NA,NA,111600,57600,603,275,37.6875,0.584199605876429,8.87096774193548,0.483572002407718,878,111600,28.3225806451613,0.583237862420077
"2016-2017","cc_lsd","cc","lsd",0.077,"f","f",TRUE,FALSE,NA,NA,25200,14400,0,0,0,0,0,0,0,25200,0,0
"2016-2017","cc_no-band","cc","no-band",NA,"f","f",TRUE,FALSE,NA,NA,93600,43200,0,0,0,0,0,0,0,93600,0,0
"2016-2017","cc_ola","cc","ola",0,"f","f",TRUE,TRUE,NA,NA,72000,36000,0,11,0,0,0.55,0.22217569969536,11,72000,0.55,0.22217569969536
"2016-2017","cc_r","cc","r",0.13,"f","f",TRUE,TRUE,NA,NA,108000,61200,16,1317,0.941176470588235,0.257053022575121,43.9,0.61983960854815,1333,108000,44.4333333333333,0.620880732756464
"2016-2017","cc_rc","cc","rc",0,"f","f",TRUE,TRUE,NA,NA,36000,28800,0,6,0,0,0.6,0.185478914069455,6,36000,0.6,0.185478914069455
"2016-2017","cc_s","cc","s",0.216,"f","f",TRUE,TRUE,NA,NA,90000,64800,0,711,0,0,28.44,0.575765112063453,711,90000,28.44,0.575765112063453
"2016-2017","cc_sc","cc","sc",0.0287,"f","f",TRUE,TRUE,NA,NA,72000,50400,0,0,0,0,0,0,0,72000,0,0
"2016-2017","cc_scc","cc","scc",NA,"f","f",TRUE,TRUE,NA,NA,NA,10800,0,NA,0,0,NA,NA,0,10800,0,0
"2016-2017","cc_scs","cc","scs",0,"f","f",TRUE,TRUE,NA,NA,104400,61200,15,3809,0.88235294117647,0.251552645304527,131.344827586207,0.713516372739771,3824,104400,131.862068965517,0.713856393789936
"2016-2017","cc_sd","cc","sd",0,"f","f",TRUE,TRUE,NA,NA,90000,64800,11,18,0.611111111111111,0.22428856346018,0.72,0.258112839352619,29,90000,1.16,0.298152795690825
"2016-2017","cc_sld","cc","sld",0,"f","m",TRUE,FALSE,NA,NA,86400,36000,0,0,0,0,0,0,0,86400,0,0
"2016-2017","cc_son-of-ola","cc","son-of-ola",NA,"f","m",TRUE,FALSE,NA,NA,64800,10800,0,6,0,0,0.333333333333333,0.175638546418409,6,64800,0.333333333333333,0.175638546418409
"2016-2017","cc_ss","cc","ss",0.1173,"f","f",TRUE,TRUE,NA,NA,111600,72000,0,228,0,0,7.35483870967742,0.467510395177182,228,111600,7.35483870967742,0.467510395177182
"2016-2017","cc_sss","cc","sss",0,"f","f",TRUE,FALSE,NA,NA,90000,39600,0,70,0,0,2.8,0.373671322142965,70,90000,2.8,0.373671322142965
"2016-2017","cc_tes","cc","tes",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,26,0,0,0.866666666666667,0.2843717981421,26,108000,0.866666666666667,0.2843717981421
"2016-2017","cc_una","cc","una",0,"f","f",TRUE,TRUE,NA,NA,86400,50400,0,18,0,0,0.75,0.259039813856711,18,86400,0.75,0.259039813856711
"2016-2017","ccc_c","ccc","c",0.4087,"f","f",TRUE,TRUE,NA,NA,108000,64800,0,644,0,0,21.4666666666667,0.558180644252843,644,108000,21.4666666666667,0.558180644252843
"2016-2017","ccc_cat","ccc","cat",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,54,0,0,1.8,0.345761210269068,54,108000,1.8,0.345761210269068
"2016-2017","ccc_cc","ccc","cc",0.0562,"f","f",TRUE,TRUE,NA,NA,79200,61200,12,52,0.705882352941177,0.232713849972083,2.36363636363636,0.351984609400218,64,79200,2.90909090909091,0.370078599929669
"2016-2017","ccc_ccs","ccc","ccs",0.1501,"f","f",TRUE,TRUE,NA,NA,72000,50400,0,49,0,0,2.45,0.349774285697812,49,72000,2.45,0.349774285697812
"2016-2017","ccc_cd","ccc","cd",0.147,"f","f",TRUE,TRUE,NA,NA,108000,64800,0,90,0,0,3,0.389206529687777,90,108000,3,0.389206529687777
"2016-2017","ccc_cs","ccc","cs",0,"f","f",TRUE,TRUE,NA,NA,108000,64800,0,27,0,0,0.9,0.287509675648641,27,108000,0.9,0.287509675648641
"2016-2017","ccc_csc","ccc","csc",0.2639,"f","f",TRUE,TRUE,NA,NA,NA,10800,0,NA,0,0,NA,NA,0,10800,0,0
"2016-2017","ccc_d","ccc","d",0.3487,"f","f",TRUE,TRUE,NA,NA,90000,64800,9,1423,0.5,0.207832154498247,56.92,0.636527175101431,1432,90000,57.28,0.637079469643189
"2016-2017","ccc_dcd","ccc","dcd",0.2488,"f","f",TRUE,TRUE,NA,NA,79200,64800,0,0,0,0,0,0,0,79200,0,0
"2016-2017","ccc_dd","ccc","dd",0.2064,"f","f",TRUE,TRUE,NA,NA,108000,68400,0,19,0,0,0.633333333333333,0.258478137122019,19,108000,0.633333333333333,0.258478137122019
"2016-2017","ccc_ddd","ccc","ddd",0,"f","f",TRUE,FALSE,NA,NA,79200,36000,0,0,0,0,0,0,0,79200,0,0
"2016-2017","ccc_ddld","ccc","ddld",0.1677,"f","f",TRUE,FALSE,NA,NA,108000,54000,0,24,0,0,0.8,0.277731436211414,24,108000,0.8,0.277731436211414
"2016-2017","ccc_dld","ccc","dld",0.3649,"f","m",TRUE,FALSE,NA,NA,72000,36000,38,243,3.8,0.349200828250223,12.15,0.491502244924095,281,72000,14.05,0.504443356537685
"2016-2017","ccc_dos","ccc","dos",0,"f","f",TRUE,TRUE,NA,NA,72000,18000,0,259,0,0,12.95,0.497180983542947,259,72000,12.95,0.497180983542947
"2016-2017","ccc_dr","ccc","dr",0,"f","f",TRUE,FALSE,NA,NA,108000,54000,0,0,0,0,0,0,0,108000,0,0
"2016-2017","ccc_ds","ccc","ds",0,"f","f",TRUE,TRUE,NA,NA,90000,46800,0,349,0,0,13.96,0.513513022324414,349,90000,13.96,0.513513022324414
"2016-2017","ccc_eve","ccc","eve",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,267,0,0,8.9,0.482402220035989,267,108000,8.9,0.482402220035989
"2016-2017","ccc_hilga","ccc","hilga",0,"f","f",TRUE,FALSE,NA,NA,NA,3600,0,NA,0,0,NA,NA,0,3600,0,0
"2016-2017","ccc_ivy","ccc","ivy",0,"f","f",TRUE,TRUE,NA,NA,72000,18000,0,913,0,0,45.65,0.609582769536421,913,72000,45.65,0.609582769536421
"2016-2017","ccc_ld","ccc","ld",0,"f","f",TRUE,FALSE,NA,NA,36000,18000,0,48,0,0,4.8,0.370957828138909,48,36000,4.8,0.370957828138909
"2016-2017","ccc_ldc","ccc","ldc",0.018,"f","m",TRUE,FALSE,NA,NA,108000,54000,0,0,0,0,0,0,0,108000,0,0
"2016-2017","ccc_ldd","ccc","ldd",0.1777,"f","m",TRUE,FALSE,NA,NA,90000,36000,0,0,0,0,0,0,0,90000,0,0
"2016-2017","ccc_lds","ccc","lds",0.0194,"f","f",TRUE,FALSE,NA,NA,111600,57600,0,8,0,0,0.258064516129032,0.189046353451935,8,111600,0.258064516129032,0.189046353451935
"2016-2017","ccc_lsd","ccc","lsd",0,"f","f",TRUE,FALSE,NA,NA,25200,14400,0,0,0,0,0,0,0,25200,0,0
"2016-2017","ccc_no-band","ccc","no-band",NA,"f","f",TRUE,FALSE,NA,NA,93600,43200,0,1228,0,0,47.2307692307692,0.621480677575093,1228,93600,47.2307692307692,0.621480677575093
"2016-2017","ccc_ola","ccc","ola",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,219,0,0,7.3,0.46537362928538,219,108000,7.3,0.46537362928538
"2016-2017","ccc_r","ccc","r",0,"f","f",TRUE,TRUE,NA,NA,108000,61200,0,56,0,0,1.86666666666667,0.348843042225167,56,108000,1.86666666666667,0.348843042225167
"2016-2017","ccc_rc","ccc","rc",0.0753,"f","f",TRUE,TRUE,NA,NA,79200,64800,10,0,0.555555555555556,0.216434885435148,0,0,10,79200,0.454545454545455,0.212584426877428
"2016-2017","ccc_s","ccc","s",0.2104,"f","f",TRUE,TRUE,NA,NA,108000,64800,0,168,0,0,5.6,0.442618546110895,168,108000,5.6,0.442618546110895
"2016-2017","ccc_sc","ccc","sc",0.2074,"f","f",TRUE,TRUE,NA,NA,108000,68400,0,12,0,0,0.4,0.221309273055447,12,108000,0.4,0.221309273055447
"2016-2017","ccc_scc","ccc","scc",NA,"f","f",TRUE,TRUE,NA,NA,NA,10800,0,NA,0,0,NA,NA,0,10800,0,0
"2016-2017","ccc_scs","ccc","scs",0.1531,"f","f",TRUE,TRUE,NA,NA,90000,61200,0,54,0,0,2.16,0.35128734335841,54,90000,2.16,0.35128734335841
"2016-2017","ccc_sd","ccc","sd",0,"f","f",TRUE,TRUE,NA,NA,72000,32400,0,104,0,0,5.2,0.416110962252415,104,72000,5.2,0.416110962252415
"2016-2017","ccc_sld","ccc","sld",0.5,"f","m",TRUE,FALSE,NA,NA,72000,36000,8266,6423,826.6,0.859764674748458,321.15,0.783929355272314,14689,72000,734.45,0.857882757429476
"2016-2017","ccc_son-of-ola","ccc","son-of-ola",NA,"f","m",TRUE,FALSE,NA,NA,43200,21600,0,42,0,0,3.5,0.352383601107858,42,43200,3.5,0.352383601107858
"2016-2017","ccc_ss","ccc","ss",0.181,"f","f",TRUE,TRUE,NA,NA,90000,54000,204,66,13.6,0.488495670136763,2.64,0.36858809378459,270,90000,10.8,0.491088049533075
"2016-2017","ccc_sss","ccc","sss",0.1588,"f","f",TRUE,FALSE,NA,NA,108000,57600,0,18,0,0,0.6,0.254052442844467,18,108000,0.6,0.254052442844467
"2016-2017","ccc_tes","ccc","tes",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,462,0,0,15.4,0.529576113696407,462,108000,15.4,0.529576113696407
"2016-2017","ccc_una","ccc","una",0,"f","f",TRUE,TRUE,NA,NA,104400,50400,0,387,0,0,13.3448275862069,0.515837063056903,387,104400,13.3448275862069,0.515837063056903
"2016-2017","ccs_c","ccs","c",0.2382,"f","f",TRUE,TRUE,NA,NA,108000,64800,0,0,0,0,0,0,0,108000,0,0
"2016-2017","ccs_cat","ccs","cat",0,"f","f",TRUE,TRUE,NA,NA,108000,54000,0,40,0,0,1.33333333333333,0.32041487763903,40,108000,1.33333333333333,0.32041487763903
"2016-2017","ccs_cc","ccs","cc",0.2151,"f","f",TRUE,TRUE,NA,NA,108000,61200,293,242,17.2352941176471,0.515662317243491,8.06666666666667,0.4739529969035,535,108000,17.8333333333333,0.542208429544145
"2016-2017","ccs_ccc","ccs","ccc",0.1501,"f","f",TRUE,TRUE,NA,NA,72000,46800,0,0,0,0,0,0,0,72000,0,0
