"dyad","dyad.sex","bat1","bat2","both_zoo","both_wild","both_adult","both_young","study_site","treatment_rank","treatment_label","kinship","kinship2","donation.rate","donation.lograte","groom.rate","groom.lograte","affiliation.rate","affiliation.lograte","dist","sim"
"c_lucyson","mixed_sex","c","lucyson",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.36138477437272,0.673151903725557
"c_mabel","female","c","mabel",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.76804317025882,0.730846153792851
"c_marce","female","c","marce",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.29764359648052,0.679349850121695
"c_mina","female","c","mina",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.05807599560433,0.605408335334711
"c_no-band","female","c","no-band",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,1,0.276406712343652,1,0.276406712343652,2.50404119910451,0.756516687658046
"c_ola","female","c","ola",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,45.2166666666667,0.62232771834055,45.2166666666667,0.62232771834055,2.96284618394292,0.711904259768518
"c_opal","female","c","opal",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.23707176302835,0.685239621683295
"c_piper","female","c","piper",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.35738171374203,0.770777290596685
"c_queen","female","c","queen",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.21115976795427,0.687759204185484
"c_r","female","c","r",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0,"0",0,0,3.475,0.356409407884144,3.475,0.356409407884144,1.80649544551352,0.82434334748103
"c_rc","female","c","rc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.2335,"0.01-0.249",0.361111111111111,0.119101129492926,0.1,0.083948628316165,0.316666666666667,0.197800361386407,2.25726521000714,0.780512233439552
"c_rina","female","c","rina",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.93939522228285,0.71418454086958
"c_s","female","c","s",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.0124,"0.01-0.249",0.444444444444444,0.127863425165046,6.01666666666667,0.427859507800642,6.28333333333333,0.430145661772581,2.09688349649906,0.796107132939604
"c_sam1","female","c","sam1",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.97361749779609,0.710856898736207
"c_sam5","mixed_sex","c","sam5",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.42490174998408,0.764211902583284
"c_sam6","mixed_sex","c","sam6",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.77626365474569,0.730046825573876
"c_sam7","mixed_sex","c","sam7",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.46187939451203,0.760616338989726
"c_sc","female","c","sc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.2568,"0.25-0.5",0.25,0.103916077249123,0.41304347826087,0.202441418549101,0.608695652173913,0.23894200090179,2.12618867392914,0.793257610466893
"c_scc","female","c","scc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,0,0,NA,NA,0,0,2.29425023658142,0.776915952044269
"c_scs","female","c","scs",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,3.13888888888889,0.213745483425578,0,0,3.13888888888889,0.213745483425578,3.04021898671379,0.70438082672334
"c_sd","female","c","sd",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.0683,"0.01-0.249",1.97222222222222,0.193006707176459,1.39655172413793,0.288792405759205,2.62068965517241,0.318481718870537,2.62433683387711,0.744819603909909
"c_shania","female","c","shania",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.58197773014041,0.651702295161278
"c_sheldon","mixed_sex","c","sheldon",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.11414426943488,0.697192617236537
"c_six","female","c","six",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.97214404994884,0.711000171124273
"c_snow","female","c","snow",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.61325107398855,0.745897540462414
"c_son-of-ola","mixed_sex","c","son-of-ola",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0.166666666666666,0.10344774608168,0.166666666666666,0.10344774608168,3.09222998790221,0.699323477486391
"c_sonofzaria","mixed_sex","c","sonofzaria",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.93587227563143,0.714527098619907
"c_speedster","mixed_sex","c","speedster",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.20611281304171,0.688249950623598
"c_spiderman","mixed_sex","c","spiderman",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.45569650040904,0.761217539775318
"c_ss","female","c","ss",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.2406,"0.01-0.249",26.7222222222222,0.310046739735349,0.704545454545455,0.153626701083029,22.5681818181818,0.30593534779846,3.1507689665543,0.693631372888263
"c_sss","female","c","sss",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.1121,"0.01-0.249",0,0,0,0,0,0,2.42715342013037,0.763992958859149
"c_streblick","mixed_sex","c","streblick",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.84364199673117,0.626259070675263
"c_thecount","mixed_sex","c","thecount",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.14467982751132,0.694223457293274
"c_tiffany","female","c","tiffany",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.17002117029577,0.691759362819686
"c_vampirella","female","c","vampirella",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.41099545053619,0.668327952840035
"c_vampison","mixed_sex","c","vampison",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.81108417791015,0.629424867456884
"c_veronica","female","c","veronica",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.15608448688783,0.693114512184017
"c_vixen","female","c","vixen",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.56038577660256,0.751037958168036
"c_vlad","mixed_sex","c","vlad",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.03462913308045,0.704924362540018
"c_war-machine","mixed_sex","c","war-machine",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.4984230527763,0.757062974547297
"c_winona","female","c","winona",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.80816340723617,0.726945016625186
"c_zaria","female","c","zaria",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.68461429500797,0.738958455977937
"c_zelda","female","c","zelda",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.72656352669108,0.734879474416429
"captain-america_cat","mixed_sex","captain-america","cat",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.50237595390082,0.756678609681614
"captain-america_cc","mixed_sex","captain-america","cc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.95041103138039,0.810349550750757
"captain-america_ccc","mixed_sex","captain-america","ccc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.56268699183599,0.750814196870639
"captain-america_ccs","mixed_sex","captain-america","ccs",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.90184036320375,0.815072375269195
"captain-america_cd","mixed_sex","captain-america","cd",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.5194563890847,0.755017774014732
"captain-america_cerce","mixed_sex","captain-america","cerce",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.86101961692379,0.819041627260763
"captain-america_cerceson","male","captain-america","cerceson",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.14540499243604,0.694152945051731
"captain-america_cindy","mixed_sex","captain-america","cindy",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,1.86814299134294,0.818348977795073
"captain-america_cs","mixed_sex","captain-america","cs",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.09516745184013,0.796273994506352
"captain-america_csc","mixed_sex","captain-america","csc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.70101511784707,0.737363703195344
"captain-america_d","mixed_sex","captain-america","d",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,1.90001774652818,0.815249599487972
"captain-america_daredevil","male","captain-america","daredevil",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,3.0821649271744,0.700302165187619
"captain-america_dcd","mixed_sex","captain-america","dcd",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.82154198821026,0.822880279678309
"captain-america_dd","mixed_sex","captain-america","dd",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.87878271219414,0.720078267670496
"captain-america_ddld","mixed_sex","captain-america","ddld",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.14441311115483,0.79148553645195
"captain-america_dr","mixed_sex","captain-america","dr",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,3.31685874741016,0.67748144292569
"captain-america_ds","mixed_sex","captain-america","ds",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,3.02214712334254,0.706138065044896
"captain-america_esther","mixed_sex","captain-america","esther",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.53059686076919,0.753934517498122
"captain-america_eve","mixed_sex","captain-america","eve",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.65106436607802,0.742220721721656
"captain-america_falcon","male","captain-america","falcon",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.72814173856831,0.734726015177985
"captain-america_flapper","male","captain-america","flapper",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.00512505836516,0.707793225017933
"captain-america_fran","mixed_sex","captain-america","fran",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.76857120058718,0.730794810159442
"captain-america_gayle","mixed_sex","captain-america","gayle",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,3.3642075264358,0.672877430197532
"captain-america_gremlin","male","captain-america","gremlin",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.67272676632658,0.837350498125234
"captain-america_hera","mixed_sex","captain-america","hera",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.52037337077809,0.754928610250117
"captain-america_hilga","mixed_sex","captain-america","hilga",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.38185436501155,0.768397664336932
"captain-america_houdini","male","captain-america","houdini",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.93779109464666,0.714340520056511
"captain-america_hulk","male","captain-america","hulk",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.08600331324512,0.797165080012721
"captain-america_irma","mixed_sex","captain-america","irma",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.45277937760459,0.66426504486196
"captain-america_ivy","mixed_sex","captain-america","ivy",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,3.82333671976321,0.628233477524459
"captain-america_jenna-bat","male","captain-america","jenna-bat",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.53939810796464,0.850314862840831
"captain-america_jupiter","mixed_sex","captain-america","jupiter",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.04593743251949,0.801060931788029
"captain-america_kelly","mixed_sex","captain-america","kelly",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.70128966922379,0.737337006877953
"captain-america_ldc","male","captain-america","ldc",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,9.22697274813378,0.102804742826122
"captain-america_lds","mixed_sex","captain-america","lds",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.47507572399296,0.759333178786962
"captain-america_lily","mixed_sex","captain-america","lily",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.7287525764819,0.734666619654238
"captain-america_lilyson","male","captain-america","lilyson",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.3446390354155,0.772016339510162
"captain-america_lsd","mixed_sex","captain-america","lsd",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.10819618130048,0.795007131083439
"captain-america_lucy","mixed_sex","captain-america","lucy",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.26703117871137,0.68232648360516
"captain-america_lucyson","male","captain-america","lucyson",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.30997178799067,0.775387248996713
"captain-america_mabel","mixed_sex","captain-america","mabel",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.6027020796279,0.746923284004384
"captain-america_marce","mixed_sex","captain-america","marce",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.1546980944339,0.790485464329708
"captain-america_mina","mixed_sex","captain-america","mina",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.13913438543596,0.694762674701275
"captain-america_no-band","mixed_sex","captain-america","no-band",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.41715030616094,0.764965623096415
"captain-america_ola","mixed_sex","captain-america","ola",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.80446561335874,0.72730457584568
"captain-america_opal","mixed_sex","captain-america","opal",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.22686208974101,0.686232370952284
"captain-america_piper","mixed_sex","captain-america","piper",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.45393068205065,0.664153096456263
"captain-america_queen","mixed_sex","captain-america","queen",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.749690833747,0.732630664241285
"captain-america_r","mixed_sex","captain-america","r",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,3.48563957424009,0.66106984602742
"captain-america_rc","mixed_sex","captain-america","rc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,3.01218616778977,0.70710662996026
"captain-america_rina","mixed_sex","captain-america","rina",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.46896888387919,0.662690839687409
"captain-america_s","mixed_sex","captain-america","s",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.80560448709927,0.82442998084231
"captain-america_sam1","mixed_sex","captain-america","sam1",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,3.13022040861245,0.695629435441436
"captain-america_sam5","male","captain-america","sam5",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.60498387529622,0.74670141099063
"captain-america_sam6","male","captain-america","sam6",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.60417714309083,0.746779854520078
"captain-america_sam7","male","captain-america","sam7",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.97395344421643,0.808060377289916
"captain-america_sc","mixed_sex","captain-america","sc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.76817570012518,0.828069411788035
"captain-america_scc","mixed_sex","captain-america","scc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.98366730675889,0.807115838746254
"captain-america_scs","mixed_sex","captain-america","scs",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.42849872956473,0.763862146156338
"captain-america_sd","mixed_sex","captain-america","sd",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.7311785175175,0.734430730500695
"captain-america_shania","mixed_sex","captain-america","shania",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.89291784592202,0.621467677073696
"captain-america_sheldon","male","captain-america","sheldon",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.64315584913707,0.742989715419198
"captain-america_six","mixed_sex","captain-america","six",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.6239806645869,0.744854236438546
"captain-america_snow","mixed_sex","captain-america","snow",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.68872145800187,0.738559091282803
"captain-america_son-of-ola","male","captain-america","son-of-ola",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.32106691202617,0.77430840191066
"captain-america_sonofzaria","male","captain-america","sonofzaria",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.58663614796694,0.845721617948369
"captain-america_speedster","male","captain-america","speedster",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.91227724431031,0.716821388499376
"captain-america_spiderman","male","captain-america","spiderman",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.05778229935852,0.799909182602253
"captain-america_ss","mixed_sex","captain-america","ss",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.86001157422062,0.721903500758456
"captain-america_sss","mixed_sex","captain-america","sss",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.91018282431458,0.814261186513564
"captain-america_streblick","male","captain-america","streblick",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.58282408036095,0.651619999328777
"captain-america_thecount","male","captain-america","thecount",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.09997306906351,0.698570570126257
"captain-america_tiffany","mixed_sex","captain-america","tiffany",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.36294415766964,0.673000275305673
"captain-america_vampirella","mixed_sex","captain-america","vampirella",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.36178466831373,0.673113019580449
"captain-america_vampison","male","captain-america","vampison",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.71216347448523,0.736279679976238
"captain-america_veronica","mixed_sex","captain-america","veronica",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.80825706226073,0.726935909971667
"captain-america_vixen","mixed_sex","captain-america","vixen",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.20630831567873,0.785467085389343
"captain-america_vlad","male","captain-america","vlad",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.27815305394253,0.778481180024421
"captain-america_war-machine","male","captain-america","war-machine",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.05652584360091,0.800031355516095
"captain-america_winona","mixed_sex","captain-america","winona",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.95518407103356,0.615413149399547
"captain-america_zaria","mixed_sex","captain-america","zaria",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.37954846045508,0.768621881606023
"captain-america_zelda","mixed_sex","captain-america","zelda",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.07138712997047,0.701350156635963
"cat_cc","female","cat","cc",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0.325,0.117979162073042,0.325,0.117979162073042,2.26768226812235,0.779499318869433
"cat_ccc","female","cat","ccc",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",7.06666666666665,0.246004424146422,0.9,0.172880605134534,4.43333333333334,0.404172437150521,2.03441941509155,0.802180899397176
"cat_ccs","female","cat","ccs",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",1,0.157569484865737,0.999999999999998,0.29155136682603,1.5,0.329830568030175,1.84429492815349,0.820667871517902
"cat_cd","female","cat","cd",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",5.1,0.353640773864433,0.1,0.083948628316165,2.65,0.346229291471517,2.12619259257294,0.793257229433077
"cat_cerce","female","cat","cerce",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.00214871615324,0.805318777748339
"cat_cerceson","mixed_sex","cat","cerceson",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.97538211413131,0.710685314246916
"cat_cindy","female","cat","cindy",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.50492818481518,0.756430440587147
"cat_cs","female","cat","cs",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,2,0.333696324034497,2,0.333696324034497,1.71315775224873,0.833419144928211
"cat_csc","female","cat","csc",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.15912037698427,0.790055458623787
