"dyad","dyad.sex","bat1","bat2","both_zoo","both_wild","both_adult","both_young","study_site","treatment_rank","treatment_label","kinship","kinship2","donation.rate","donation.lograte","groom.rate","groom.lograte","affiliation.rate","affiliation.lograte","dist","sim"
"marce_sam1","female","marce","sam1",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.34086410033412,0.675147254955479
"marce_sam5","mixed_sex","marce","sam5",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.84934915299557,0.722940273491424
"marce_sam6","mixed_sex","marce","sam6",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.10610984793572,0.697973853407918
"marce_sam7","mixed_sex","marce","sam7",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.60506681852131,0.746693345911194
"marce_sc","female","marce","sc",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.0253546044699,0.803062326634356
"marce_scc","female","marce","scc",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.4212050487891,0.764571355555549
"marce_scs","female","marce","scs",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.66459234989983,0.740905312729416
"marce_sd","female","marce","sd",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.6849978572703,0.7389211598623
"marce_shania","female","marce","shania",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.32117526996937,0.677061720913572
"marce_sheldon","mixed_sex","marce","sheldon",TRUE,FALSE,FALSE,TRUE,"2014_US",5,"5. same long-term 
captive colony",0.3728,"0.25-0.5",8,0.389944426002865,NA,NA,8,0.389944426002865,2.14418087588785,0.791508118113972
"marce_six","female","marce","six",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.81117801844399,0.726651887453603
"marce_snow","female","marce","snow",TRUE,FALSE,FALSE,TRUE,"2014_US",5,"5. same long-term 
captive colony",0.0986,"0.01-0.249",4.58333333333333,0.33365467603904,NA,NA,4.58333333333333,0.33365467603904,2.93346391549118,0.714761278274966
"marce_son-of-ola","mixed_sex","marce","son-of-ola",FALSE,FALSE,FALSE,TRUE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.36002055976735,0.770520699382756
"marce_sonofzaria","mixed_sex","marce","sonofzaria",TRUE,FALSE,FALSE,TRUE,"2014_US",5,"5. same long-term 
captive colony",0.234,"0.01-0.249",NA,NA,NA,NA,NA,NA,1.48163385999596,0.855931635614133
"marce_speedster","mixed_sex","marce","speedster",TRUE,FALSE,FALSE,TRUE,"2014_US",5,"5. same long-term 
captive colony",0.1624,"0.01-0.249",0,0,NA,NA,0,0,2.49111930591136,0.757773162734224
"marce_spiderman","mixed_sex","marce","spiderman",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.12311267884758,0.793556708369704
"marce_ss","female","marce","ss",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.0667376032825,0.701802258685727
"marce_sss","female","marce","sss",FALSE,FALSE,FALSE,TRUE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.10370591343627,0.795443747419173
"marce_streblick","mixed_sex","marce","streblick",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.2036,"0.01-0.249",0,0,NA,NA,0,0,3.397348632107,0.669654916851352
"marce_thecount","mixed_sex","marce","thecount",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.4346,"0.25-0.5",0,0,NA,NA,0,0,2.5009334364557,0.756818874516623
"marce_tiffany","female","marce","tiffany",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.43721327187053,0.665778632971353
"marce_vampirella","female","marce","vampirella",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0956,"0.01-0.249",1.33333333333334,0.154963536059249,NA,NA,1.33333333333334,0.154963536059249,2.89540329529107,0.718462146247676
"marce_vampison","mixed_sex","marce","vampison",TRUE,FALSE,FALSE,TRUE,"2014_US",5,"5. same long-term 
captive colony",NA,NA,NA,NA,NA,NA,NA,NA,2.75453742653973,0.732159400243245
"marce_veronica","female","marce","veronica",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0761,"0.01-0.249",14.7539682539682,0.430799251999411,NA,NA,14.7539682539682,0.430799251999411,2.158033975146,0.790161096150123
"marce_vixen","female","marce","vixen",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.75347613439378,0.732262596199905
"marce_vlad","mixed_sex","marce","vlad",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0,"0",0,0,NA,NA,0,0,2.25519709915611,0.780713328565494
"marce_war-machine","mixed_sex","marce","war-machine",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.07728070652603,0.700777087973274
"marce_winona","female","marce","winona",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.24259006364291,0.587466898717858
"marce_zaria","female","marce","zaria",TRUE,FALSE,FALSE,TRUE,"2014_US",5,"5. same long-term 
captive colony",0.2284,"0.01-0.249",0,0,NA,NA,0,0,1.90321132004032,0.814939068711873
"marce_zelda","female","marce","zelda",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.01188176951426,0.707136228475021
"mina_no-band","female","mina","no-band",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.89000981280945,0.621750443002189
"mina_ola","female","mina","ola",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.78485290545713,0.631975495260488
"mina_opal","female","mina","opal",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.06917619305324,0.604328994929498
"mina_piper","female","mina","piper",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.31281502608982,0.58063849410863
"mina_queen","female","mina","queen",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.92900573212972,0.617958630148904
"mina_r","female","mina","r",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.87972067732879,0.52551477418006
"mina_rc","female","mina","rc",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.54922547631164,0.654886998053445
"mina_rina","female","mina","rina",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.80870251654779,0.629656451025714
"mina_s","female","mina","s",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.91632219496381,0.61919192840393
"mina_sam1","female","mina","sam1",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.17836810982025,0.593711593911933
"mina_sam5","mixed_sex","mina","sam5",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.48236261767278,0.661388484650337
"mina_sam6","mixed_sex","mina","sam6",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.73679573834417,0.636648388915201
"mina_sam7","mixed_sex","mina","sam7",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.71901894637144,0.638376935631557
"mina_sc","female","mina","sc",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.08915510857304,0.699622466897742
"mina_scc","female","mina","scc",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.7426122454662,0.636082814187102
"mina_scs","female","mina","scs",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.19552022997685,0.592043787874672
"mina_sd","female","mina","sd",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.02041251652818,0.706306731524075
"mina_shania","female","mina","shania",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.81196144913447,0.629339564985185
"mina_sheldon","mixed_sex","mina","sheldon",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0,"0",0,0,NA,NA,0,0,2.82040344005168,0.725754843023346
"mina_six","female","mina","six",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.62208875286235,0.647802053952286
"mina_snow","female","mina","snow",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0,"0",48.8,0.551813777326516,NA,NA,48.8,0.551813777326516,3.18041387274962,0.690748816500179
"mina_son-of-ola","mixed_sex","mina","son-of-ola",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.49834854509552,0.65983407469848
"mina_sonofzaria","mixed_sex","mina","sonofzaria",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0,"0",NA,NA,NA,NA,NA,NA,2.98744228890636,0.709512629347521
"mina_speedster","mixed_sex","mina","speedster",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.03,"0.01-0.249",14.0576923076923,0.427468340897364,NA,NA,14.0576923076923,0.427468340897364,3.1821882569071,0.69057628222551
"mina_spiderman","mixed_sex","mina","spiderman",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.78032649602804,0.729651770551099
"mina_ss","female","mina","ss",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.39230038415455,0.67014578901968
"mina_sss","female","mina","sss",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.46339876964729,0.663232456120793
"mina_streblick","mixed_sex","mina","streblick",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.2407,"0.01-0.249",0,0,NA,NA,0,0,2.26146609849045,0.780103755239169
"mina_thecount","mixed_sex","mina","thecount",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0,"0",15.4230769230769,0.278810381189062,NA,NA,15.4230769230769,0.278810381189062,2.38835035045113,0.767766019756835
"mina_tiffany","female","mina","tiffany",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.15680858581774,0.595807958907255
"mina_vampirella","female","mina","vampirella",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0,"0",4.80555555555556,0.232829088765,NA,NA,4.80555555555556,0.232829088765,2.69416838426097,0.738029453172966
"mina_vampison","mixed_sex","mina","vampison",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",NA,NA,NA,NA,NA,NA,NA,NA,2.99455474635497,0.708821041405958
"mina_veronica","female","mina","veronica",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.1137,"0.01-0.249",83.6923076923077,0.655595379995011,NA,NA,83.6923076923077,0.655595379995011,2.77929681545389,0.72975189272039
"mina_vixen","female","mina","vixen",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.6357476706252,0.64647391344841
"mina_vlad","mixed_sex","mina","vlad",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.5,"0.25-0.5",0,0,NA,NA,0,0,2.5038515680415,0.756535126651526
"mina_war-machine","mixed_sex","mina","war-machine",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.30093294561267,0.679030006493551
"mina_winona","female","mina","winona",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.79588128457853,0.533666993504115
"mina_zaria","female","mina","zaria",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0,"0",26.3461538461539,0.303658972668407,NA,NA,26.3461538461539,0.303658972668407,3.04494535213128,0.703921253171754
"mina_zelda","female","mina","zelda",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.09009712798042,0.602294723873901
"no-band_ola","female","no-band","ola",FALSE,TRUE,FALSE,FALSE,"2017_LP",4,"4. same wild roost
then caged together",0.3242,"0.25-0.5",2,0.18231064677876,12.6538461538462,0.472481714706945,13.5769230769231,0.47599559919779,1.82048013225347,0.822983530457762
"no-band_opal","female","no-band","opal",FALSE,TRUE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.77288761276763,0.730375098880129
"no-band_piper","female","no-band","piper",FALSE,TRUE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.65426611240756,0.741909396252301
"no-band_queen","female","no-band","queen",FALSE,TRUE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.91837132526432,0.716228823561989
"no-band_r","female","no-band","r",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0.769230769230768,0.251962479506725,0.769230769230768,0.251962479506725,3.09442580348377,0.699109964844794
"no-band_rc","female","no-band","rc",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0,0,0,0,2.53891688362382,0.753125510552018
"no-band_rina","female","no-band","rina",FALSE,TRUE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.14982366374588,0.693723290488917
"no-band_s","female","no-band","s",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0.357142857142857,0.18648517028455,0.357142857142857,0.18648517028455,2.00204790255871,0.805328580473603
"no-band_sam1","female","no-band","sam1",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.06662856602281,0.799049005736932
"no-band_sam5","mixed_sex","no-band","sam5",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.4208894702545,0.861838185884045
"no-band_sam6","mixed_sex","no-band","sam6",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.32532644970108,0.871130365577442
"no-band_sam7","mixed_sex","no-band","sam7",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.21700464984664,0.881663159781001
"no-band_sc","female","no-band","sc",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0.458333333333333,0.11640438247563,0.842105263157894,0.243242525901049,1.13157894736842,0.259619015518089,1.91293480710877,0.813993594316408
"no-band_scc","female","no-band","scc",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.59188035665537,0.845211691313565
"no-band_scs","female","no-band","scs",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0.368421052631579,0.121621262950525,0.368421052631579,0.121621262950525,2.02276780565534,0.803313856978168
"no-band_sd","female","no-band","sd",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",291.430555555555,0.61930017387788,139.547619047619,0.599445615804251,305.52380952381,0.654638741824,2.18671659455595,0.787372108819133
"no-band_shania","female","no-band","shania",FALSE,TRUE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.72837367147211,0.637467318228148
"no-band_sheldon","mixed_sex","no-band","sheldon",FALSE,FALSE,FALSE,TRUE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.468015315958,0.760019705644209
"no-band_six","female","no-band","six",FALSE,TRUE,FALSE,FALSE,"2017_LP",4,"4. same wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.12027428369187,0.793832702971748
"no-band_snow","female","no-band","snow",FALSE,FALSE,FALSE,TRUE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.4108122481856,0.765581911418749
"no-band_son-of-ola","mixed_sex","no-band","son-of-ola",FALSE,TRUE,FALSE,TRUE,"2017_LP",4,"4. same wild roost
then caged together",0.00615,"0.01-0.249",0,0,0.222222222222222,0.11166979636751,0.222222222222222,0.11166979636751,2.10383640356653,0.795431059061987
"no-band_sonofzaria","mixed_sex","no-band","sonofzaria",FALSE,FALSE,FALSE,TRUE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.38450567967804,0.768139860720407
"no-band_speedster","mixed_sex","no-band","speedster",FALSE,FALSE,FALSE,TRUE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.40645836736435,0.76600526600424
"no-band_spiderman","mixed_sex","no-band","spiderman",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.22537987243906,0.783612640736762
"no-band_ss","female","no-band","ss",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,1.33333333333334,0.179959722358081,1.33333333333334,0.179959722358081,2.35875124875925,0.770644122291595
"no-band_sss","female","no-band","sss",FALSE,TRUE,FALSE,TRUE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0.55769230769231,0.148565609680924,0.55769230769231,0.148565609680924,1.24269284970196,0.879165338263084
"no-band_streblick","mixed_sex","no-band","streblick",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.02602582814646,0.608524770054933
"no-band_thecount","mixed_sex","no-band","thecount",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.35102090208274,0.674159646711078
"no-band_tiffany","female","no-band","tiffany",FALSE,TRUE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.964942594712,0.71170041286765
"no-band_vampirella","female","no-band","vampirella",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.20107272865009,0.688740028998744
"no-band_vampison","mixed_sex","no-band","vampison",FALSE,FALSE,FALSE,TRUE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.01820537179384,0.706521345768812
"no-band_veronica","female","no-band","veronica",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.85365046628869,0.722522030369704
"no-band_vixen","female","no-band","vixen",FALSE,TRUE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.74315898450828,0.83050194076739
"no-band_vlad","mixed_sex","no-band","vlad",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.24250191459864,0.684711614679526
"no-band_war-machine","mixed_sex","no-band","war-machine",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.8480078410697,0.72307069749192
"no-band_winona","female","no-band","winona",FALSE,TRUE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.16727132707126,0.692026746973335
"no-band_zaria","female","no-band","zaria",FALSE,FALSE,FALSE,TRUE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.23315336341275,0.78285677644371
"no-band_zelda","female","no-band","zelda",FALSE,TRUE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.9196414825327,0.716105318366064
"ola_opal","female","ola","opal",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.586981740403,0.651215724495363
"ola_piper","female","ola","piper",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.04675369169133,0.703745417204647
"ola_queen","female","ola","queen",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.92121087007626,0.61871657248336
"ola_r","female","ola","r",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0.233333333333334,0.0954157697800835,30.7166666666667,0.587352423380504,30.8333333333333,0.587625099165519,3.62213979245703,0.647797091058873
"ola_rc","female","ola","rc",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,1.76666666666667,0.33176709783245,1.76666666666667,0.33176709783245,2.26828379258822,0.779440828949436
"ola_rina","female","ola","rina",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.55423850722315,0.654399550254406
"ola_s","female","ola","s",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,2.64,0.21434675804833,2.64,0.21434675804833,2.29676968970997,0.776670970135326
"ola_sam1","female","ola","sam1",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.14127185660199,0.791790979934153
"ola_sam5","mixed_sex","ola","sam5",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.72380793299716,0.832383562411998
"ola_sam6","mixed_sex","ola","sam6",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.98028223522369,0.807444990051831
"ola_sam7","mixed_sex","ola","sam7",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.27218209140101,0.779061773402037
"ola_sc","female","ola","sc",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0.125,0.0801006777851175,0.125,0.0801006777851175,1.94958447317377,0.810429922084129
"ola_scc","female","ola","scc",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.03763497312883,0.801868230930609
"ola_scs","female","ola","scs",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,7.89655172413794,0.469046145992219,7.89655172413794,0.469046145992219,2.28460914691096,0.77785341443442
"ola_sd","female","ola","sd",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,1.59375,0.291184418649471,1.59375,0.291184418649471,2.04762703534126,0.800896641323585
"ola_shania","female","ola","shania",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.12455466536106,0.59894420578355
"ola_sheldon","mixed_sex","ola","sheldon",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.33851026125311,0.772612277881379
"ola_six","female","ola","six",FALSE,TRUE,TRUE,FALSE,"2017_LP",4,"4. same wild roost
then caged together",0.2269,"0.01-0.249",NA,NA,NA,NA,NA,NA,1.0421507661996,0.898665277310642
"ola_snow","female","ola","snow",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.31433697021947,0.774962795505922
"ola_son-of-ola","mixed_sex","ola","son-of-ola",FALSE,TRUE,FALSE,FALSE,"2017_LP",4,"4. same wild roost
then caged together",0.5,"0.25-0.5",180.65,0.581897215533785,174.166666666666,0.691661278154524,249.8125,0.711822637274498,1.47639081051575,0.856441449532
"ola_sonofzaria","mixed_sex","ola","sonofzaria",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.68037696152253,0.73937047794982
"ola_speedster","mixed_sex","ola","speedster",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.78690832638214,0.729011778742473
"ola_spiderman","mixed_sex","ola","spiderman",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.97138397882848,0.808310222198151
"ola_ss","female","ola","ss",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,5.61290322580646,0.444095279258071,5.61290322580646,0.444095279258071,2.76279941680115,0.731356036162771
"ola_sss","female","ola","sss",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0.3,0.105654775442588,0,0,0.18,0.100923602154587,1.90464983794945,0.814799192776324
"ola_streblick","mixed_sex","ola","streblick",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.80928591676276,0.629599723438
"ola_thecount","mixed_sex","ola","thecount",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.15889571399009,0.69284115929875
"ola_tiffany","female","ola","tiffany",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.89877112943635,0.620898526350994
"ola_vampirella","female","ola","vampirella",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.19805365968577,0.689033591625383
