"","first.contact","phase","cage","new.bat","observer","actor","receiver","behav","time","duration","min","dir.dyad"
"267",21,3,5,"ivy","David","ivy","c","g",2016-08-26 00:50:55,62,"08-26 00:50","ivy_c"
"268",21,3,5,"ivy","David","c","ivy","g",2016-08-26 00:50:35,138,"08-26 00:50","c_ivy"
"269",21,3,5,"ivy","David","ivy","c","g",2016-08-26 00:52:16,37,"08-26 00:52","ivy_c"
"270",21,3,5,"ivy","David","ivy","c","g",2016-08-26 00:53:33,199,"08-26 00:53","ivy_c"
"271",21,3,5,"ivy","David","c","ivy","g",2016-08-26 00:53:33,199,"08-26 00:53","c_ivy"
"272",21,3,5,"ivy","David","c","ivy","g",2016-08-26 01:01:35,9,"08-26 01:01","c_ivy"
"273",21,3,5,"ivy","David","ivy","c","g",2016-08-26 01:05:52,32,"08-26 01:05","ivy_c"
"274",21,3,5,"ivy","David","c","ivy","g",2016-08-26 01:05:53,39,"08-26 01:05","c_ivy"
"275",21,3,5,"ivy","David","c","ivy","g",2016-08-26 01:07:02,42,"08-26 01:07","c_ivy"
"276",21,3,5,"ivy","David","ivy","c","g",2016-08-26 01:07:02,42,"08-26 01:07","ivy_c"
"277",21,3,5,"ivy","David","c","ivy","g",2016-08-26 01:25:40,91,"08-26 01:25","c_ivy"
"278",21,3,5,"ivy","David","ivy","c","g",2016-08-26 01:25:40,50,"08-26 01:25","ivy_c"
"279",21,3,5,"ivy","David","c","ivy","g",2016-08-26 02:09:15,46,"08-26 02:09","c_ivy"
"280",21,3,5,"ivy","David","ivy","c","g",2016-08-26 02:09:15,31,"08-26 02:09","ivy_c"
"281",21,3,5,"ivy","David","ivy","c","g",2016-08-26 02:46:41,75,"08-26 02:46","ivy_c"
"282",21,3,5,"ivy","David","c","ivy","g",2016-08-26 02:46:28,92,"08-26 02:46","c_ivy"
"283",21,3,5,"ivy","David","c","ivy","g",2016-08-26 02:48:05,101,"08-26 02:48","c_ivy"
"284",21,3,5,"ivy","David","ivy","c","g",2016-08-26 02:48:20,86,"08-26 02:48","ivy_c"
"285",21,3,5,"ivy","David","ivy","c","g",2016-08-26 02:50:04,12,"08-26 02:50","ivy_c"
"286",21,3,5,"ivy","David","c","ivy","g",2016-08-26 02:50:23,435,"08-26 02:50","c_ivy"
"287",21,3,5,"ivy","David","ivy","c","g",2016-08-26 02:50:23,189,"08-26 02:50","ivy_c"
"288",21,3,5,"ivy","David","ivy","c","g",2016-08-26 02:54:00,218,"08-26 02:54","ivy_c"
"289",21,3,5,"ivy","David","c","ivy","g",2016-08-26 03:02:34,21,"08-26 03:02","c_ivy"
"290",21,3,5,"ivy","David","ivy","c","g",2016-08-26 03:02:39,39,"08-26 03:02","ivy_c"
"291",21,3,5,"ivy","David","ivy","c","g",2016-08-26 03:32:06,46,"08-26 03:32","ivy_c"
"292",21,3,5,"ivy","David","c","ivy","g",2016-08-26 03:32:06,44,"08-26 03:32","c_ivy"
"293",19,3,6,"six","David","six","csc","s",2016-08-25 22:31:20,8,"08-25 22:31","six_csc"
"294",19,3,6,"six","David","six","csc","s",2016-08-25 22:55:47,19,"08-25 22:55","six_csc"
"295",19,3,6,"six","David","csc","six","s",2016-08-26 03:31:23,13,"08-26 03:31","csc_six"
