"alicia","bat1","bat2","bat3","bat4","bat5","bat6","bat7","bella","betty","black-panther","c","captain-america","cat","cc","ccc","ccs","cd","cerce","cerceson","cindy","cs","csc","d","daredevil","dcd","dd","ddld","dr","ds","esther","eve","falcon","flapper","fran","gayle","gremlin","hera","hilga","houdini","hulk","irma","ivy","jenna-bat","jupiter","kelly","ldc","lds","lily","lilyson","lsd","lucy","lucyson","mabel","marce","mina","no-band","ola","opal","piper","queen","r","rc","rina","s","sam1","sam5","sam6","sam7","sc","scc","scs","sd","shania","sheldon","six","snow","son-of-ola","sonofzaria","speedster","spiderman","ss","sss","streblick","thecount","tiffany","vampirella","vampison","veronica","vixen","vlad","war-machine","winona","zaria","zelda"
0,6.12727861154737,2.38453244488355,3.10804830998321,2.15902393936698,1.73948336647081,1.94496096205805,2.05588342045159,1.67291089177628,2.08330479897027,2.21983128163194,2.10994022352532,2.5565485451587,1.78737013554627,2.41308284475377,2.55212148230874,2.05316481875959,2.40196218349944,2.00348578018152,3.04874295340379,1.88474178611975,1.67218902349485,2.07074518881232,1.71671666388288,2.79578845417508,1.95731702647508,2.63456254492439,1.96626142404022,3.03142628241535,2.70516389655845,1.84150535704765,2.52523147301113,1.95171726101892,1.70896659371165,2.05242090215585,2.61204919120479,1.82633324389248,2.22961533995678,2.0320705729665,3.0907153278321,1.72934965524986,2.21366953476142,3.49384934920949,1.88163854135941,2.26005173081154,1.77639186129203,8.89482991982011,1.77490653335265,2.07064800122229,2.94190453731799,1.85992607994177,2.32673970161582,3.20406785939634,2.28854095694515,2.51378778273363,3.66178712873136,2.15063034720489,2.60709817166985,2.06446274616144,1.80534961767503,2.21233974839065,3.12564211062201,2.30697639571917,2.03514997144714,2.37240224261442,2.34469945554166,1.93346666432006,2.21615390045061,1.82296594369545,1.90075583165204,2.12321409333745,2.13659066247616,2.27419777428797,2.61114679240269,1.79271027567507,2.56472811797502,2.59097081934007,2.38695307914182,2.37168165879458,1.79641416369664,2.22530461505671,2.43077849992713,1.56539538840357,3.54617437024191,2.61037711097158,2.20003033410952,2.60389894021902,2.7846364838739,2.01710522119555,1.62860999337483,2.84957786467324,2.86137437195033,2.59715853793412,1.47240775454525,1.70826443297149
6.12727861154737,0,6.46171281439013,5.88428971565619,5.61135799383381,5.90742807068069,6.54290827078615,5.94168467243359,6.19513792886272,6.12295818169714,6.15402787725817,5.72889892825622,5.5918229985755,6.00204017448387,6.30593208717474,6.39978400008661,6.03638976778805,6.38237036555122,5.54554038603002,6.71205844748419,5.91368720033657,5.96948329515265,5.98510732152955,5.84256077085769,6.02356888078958,5.60225580104942,5.99023792888917,5.6443697406581,5.45281543107708,6.34141964060876,5.97070277558523,6.72341964178078,6.07136022168285,6.47576633750913,5.98893964106835,6.47244374261704,5.89046880480889,6.25249236329353,5.69359300444512,5.83730642148999,5.80901571762063,6.19683606261953,5.56317666244953,5.81018349239242,6.04565784307163,5.82094508621624,10.1287898342448,6.12997578374007,6.16507958598065,6.65497267043153,6.13639764273117,5.99093804249465,5.29581774734461,6.03092465044813,6.1798656937799,6.34993332772214,5.96269600358742,6.29920859568047,6.45157625194101,6.31276144665589,5.9397181863593,6.04684547602165,6.19523187606853,5.95309629862354,5.75003009847991,6.2554897263933,5.95149573521038,5.48259092982825,6.03348608883803,5.67656166673712,6.0789676370378,6.6416986367263,6.16894011426936,6.56154655691113,6.11791527932806,6.40997163238441,5.62684751439052,6.34182344414036,6.06016508901217,6.53327396455045,6.03645323157424,6.30155372347691,5.9994415043778,5.65468243654891,6.0726324116924,6.32160653950146,6.15215668038269,6.25011847148327,5.93719436342548,5.80038377182534,5.73226319428094,4.66767625078952,6.98076137905628,6.34206113199846,6.21522588615349
2.38453244488355,6.46171281439013,0,3.39845644804741,2.72453815874262,2.53650288952153,2.87251328919623,2.75501753730298,2.36987457861512,2.21845648148133,2.16305870270652,3.21509975307416,2.6888480291548,2.49368263467996,2.66574459065969,2.69777533245958,1.97778898803828,2.65525730781377,2.00245292935374,3.63271837899518,2.49937627027276,2.42429748746407,2.94742779644791,2.29281182030928,3.36254077024613,2.36932807172764,3.15003049894009,2.15356774449553,3.54935378941889,3.58099128988008,2.37299740793762,2.01128389842636,2.70043886763291,2.5320445411211,2.78006066043651,3.49483993533647,2.01333093514107,2.84169503026756,2.69485491818958,3.91221775194112,2.41092658317186,3.18431244164616,4.28305099117105,2.42296707909249,2.37308854731089,2.695926036225,8.50124950501016,2.15916239808201,2.3930624289452,2.70047334243404,1.71746087470132,2.73813329461001,2.93354018505743,2.90437110748798,2.26415740034284,3.78637832869223,2.38855940362781,2.7712773203437,2.89083810988947,2.87811572139193,3.2066095999724,3.85892247457527,2.86807087635036,3.39151274138208,2.22251403180062,3.0723852911479,2.51854775030768,2.61752097698374,2.08308921796844,2.3709412312382,2.23543699472021,2.026092069265,2.80054121411125,3.58996413976752,1.98056718696071,2.46891684048553,3.20505688663476,2.29736946410453,1.6979691149413,1.98701408619829,2.52116946269815,2.90501438901731,1.85390681603177,3.71582820966803,2.98902757029461,3.39288392717183,3.07832034011971,3.07765012743662,2.64852609516173,2.57150996908006,2.87270403623878,3.32125557061053,3.97695302164681,2.01754437613491,3.16343677774719
3.10804830998321,5.88428971565619,3.39845644804741,0,2.3665736186495,3.3806097466303,2.06505088527798,3.08075190702732,3.09698035855183,3.56841554596528,2.56403354810646,3.56785756311902,2.8364377026586,3.1116838896906,3.20482485976554,3.40328409678227,3.03985852041928,2.80191887209314,2.17946584411286,2.70792446597001,3.53719456706416,3.13451823723416,3.60226513649582,3.1826506413789,3.41326118929099,3.07946733726205,3.58399844798587,2.97080520909695,3.58227055977996,3.1777306013306,3.22507360379597,2.78620086891534,3.33135214325109,3.54421304552109,3.96764325777355,4.40920942005484,3.07238328515174,3.38742879374576,3.55577742918142,2.337765273919,3.35407619990858,4.10468030294929,4.21748260547254,2.55997674943079,3.2498120013813,3.44953937340326,9.75942721733552,3.27929541311549,3.11744702166893,3.66134896740989,2.90498459785589,3.12081688961572,2.79927634085036,4.11456585501291,2.32581998820952,3.70824081677803,3.6212983141113,3.37829609816536,4.07116465159032,3.94476554402941,3.79436509936319,4.27620873539821,3.34320242138414,3.58157008475568,3.02495221899172,3.86852036862789,3.50782778150478,3.72093104302648,3.44240054852821,2.38070932419091,3.2139812742793,3.54144697103686,3.49672234171943,4.22014177806943,2.85280544813213,3.0207517751954,3.3236022927839,2.5654564851974,2.69025088861731,3.36426715497212,2.80433903232858,3.82781237172852,2.95137152272549,3.65038507084864,3.13880235100028,3.95733546586148,3.35690486202578,2.86686526944567,2.98816750779835,3.37476062707606,2.37438066720264,3.24239650207015,4.43397623993671,2.70117128272992,3.56413828378393
2.15902393936698,5.61135799383381,2.72453815874262,2.3665736186495,0,1.94693300531822,2.21290323895244,1.98104114997269,1.98687105548209,2.94945328827633,2.23775083867692,2.34556114928759,2.6784984378066,2.32737308984976,2.85012531638173,2.59073973157291,2.22532174894496,2.51958470602631,1.86519104202821,3.65940903494621,2.99797062865215,2.2785575274467,2.81684936382113,2.07909629388853,1.81564314164588,1.97556969048979,2.13784824753856,2.03185923248437,2.12032591794776,3.37901552822605,2.36326243835957,2.61966702961058,1.87807086240856,2.28045648305161,3.07107689395001,3.45953583877769,2.38146356377903,3.00141285762453,2.45400301348163,2.40005245547466,2.33604613061914,2.90398207785756,2.93565618432324,1.90473914450147,2.95806526105661,2.57799926298078,9.41911831936583,2.34903673484597,2.34651328101574,3.19428376749537,2.35998783175464,1.84594790850663,2.40282775494143,3.55146195508511,2.40536460669525,3.20089669412293,2.776541861367,2.54132020166298,3.40303233893162,2.51312320050049,3.21015672664696,3.61722069366839,1.58291836113922,2.52429852031981,2.27232732543169,3.09267759499968,2.30923326715699,2.74300510621826,2.72219985223164,1.66728265531833,2.33434211649265,2.90647801453603,2.07340937166637,3.11820656732881,1.92673649945144,2.1732354264743,2.06967110284246,2.23736098091216,2.39786938463064,2.58353426111992,1.6612275046505,3.27130585207072,2.29096541745661,2.68374159715044,1.85165143242873,3.10221344015151,2.07876737598374,3.25575240995313,1.96813605108009,2.65370803116215,1.77407215799244,2.32207409910961,3.76769363863874,1.89064286941035,2.92345094853031
1.73948336647081,5.90742807068069,2.53650288952153,3.3806097466303,1.94693300531822,0,2.50701791625399,1.78992242230397,1.99770960082236,2.43195482965047,2.50655320729402,2.38996450419055,2.87790428318673,1.49581020538726,2.85272888005427,2.7087960899952,2.07516952601139,2.64184388958368,2.1718031601343,3.60880296528487,2.69057036263051,1.96467449604115,2.44331551576012,1.77799205671376,2.3289841153872,1.6015573665301,1.9411075308449,1.68884043093646,2.29153091709796,3.44609122526753,2.22917612408929,2.73231613604463,1.44235215400674,1.59164391368264,2.28448900801665,2.82694595533297,2.10033022640135,2.46571698749839,1.68706191876356,3.37093957696755,1.99646918554393,2.38921464943154,2.28922480289934,2.19716822912268,2.68663587667333,2.20662368807354,8.98910222850187,1.87522011538142,2.34437136919731,3.11359523103787,2.06284118319699,2.20129757730825,3.02166806195069,2.83568431173286,2.84304249797968,3.73609286054284,1.85454345202876,2.22154251185618,2.61713992413156,1.52078330511018,2.84664358833562,3.37581222736282,1.82721676128968,1.93414836876044,2.44625573849576,1.95990119845745,1.46275139064112,1.61432283607143,2.12982488785236,1.98574587839785,2.00091726597626,2.44193208660994,1.90214472575183,2.80612081968223,1.97115886664324,2.37624190175749,1.76613312407202,2.36179955804532,2.6490255966018,1.95936796589453,2.01958946652849,2.73558317310933,1.75770134218905,3.41177093902022,2.46984554612636,2.61852979804425,2.20130219222777,3.23733467244213,2.01673950402473,1.83836600927381,2.84617440608149,2.7407782781648,3.21234446190638,1.68036949966924,2.53199516764159
1.94496096205805,6.54290827078615,2.87251328919623,2.06505088527798,2.21290323895244,2.50701791625399,0,2.34402967957388,2.57221844236227,2.54144594719272,2.1120106753017,2.78463910300809,2.71784173892037,2.12162592803037,2.45918634621025,2.71485531924778,2.16826046718332,1.81225834199781,2.20191722372254,2.68271483010861,2.69996794445936,1.95970924736569,2.93591571137561,2.31222408636532,2.89404886332066,2.33149986315356,2.97486003197558,2.45633829903551,3.34042262234853,2.66627068773985,2.451712337399,2.08078935811608,2.39115901524112,2.70159006335907,2.77190766718516,3.28442062305867,2.59711072199376,2.42065826566152,2.63758867815742,2.97476997780764,2.67186943230661,3.29321064121629,3.78950531545895,1.89571482878143,2.44429470766994,2.8675650636971,9.40720212324424,2.234893845498,2.75730458076582,3.27696145749919,2.00420930550351,3.00029009169429,3.2913395401441,3.05358389918047,2.43297359546646,3.96754615101115,2.52780447783374,2.49006617651306,3.04555239173535,2.99724718933214,3.12598822744123,3.58159216581042,2.617074183461,2.9234543586191,2.43853883580493,2.74368011185215,2.42512715673728,2.96736617076548,2.4262411871421,1.8099835289574,2.22861394832565,2.29274745130945,2.71870159661255,3.51665931551976,2.39108520771318,2.30813250825167,3.00541706346386,1.92682066580279,2.5321755478134,2.64134446383078,2.36212615059776,3.11637110327494,1.94898481654588,4.04577307734863,3.15089126110722,3.16530127021654,3.17976193696637,2.78364562683653,2.6772644317985,2.56093306900272,2.90617308967539,3.39570447303918,3.3453950517806,1.95018584348171,2.44860254861062
2.05588342045159,5.94168467243359,2.75501753730298,3.08075190702732,1.98104114997269,1.78992242230397,2.34402967957388,0,2.37796334591451,2.51477292468924,2.67736025655352,2.17375958228955,2.3433926280427,1.841532135199,2.84943447482845,2.65321479864352,2.03291387052137,2.53229224605064,2.07657645642197,3.32441450715075,2.49936416309453,1.94000190887024,2.46545398498678,2.0302573014417,2.53510533311066,1.57802854936287,2.46171214629529,1.94257456790281,2.94683510067987,3.02705908880867,2.45927369727308,2.73633495182285,2.13739717169994,2.34667181273336,2.63506442078084,2.71783305664583,2.06673061784326,2.59315893162338,1.89638850492174,3.17119950764262,2.05479695765361,3.27285739414283,3.18330365522808,1.92841850774808,2.40997587605808,2.59481098742232,9.03252996452128,2.31008396747074,2.36256854093823,2.88249197983614,2.07696410895095,2.77323655492904,2.88244158368347,2.99858365423519,2.89185860116225,3.71631378068257,2.01547915474547,2.38997191615456,3.33289695339074,2.32689378173649,2.88989741548742,3.2663227632647,2.4528250669809,2.58020993487172,2.03270492363684,2.66434584171586,2.26520027371523,2.21688984559212,1.92052709232587,1.61218990780526,2.00967200465173,2.41629299238799,2.37603876818543,3.71048422189963,2.28135005402566,2.11180803908031,2.12129609886335,2.3074834616024,2.47020972691629,2.63753423099935,1.89511190565706,3.0224073006094,1.88967110932115,3.68175516700074,2.93622289550674,2.77958584787358,2.75257953231417,2.9695997473788,2.41639175698926,1.96314680103809,2.82907629285475,2.46240921531935,3.22392426449694,2.00310734456275,3.15909961772535
1.67291089177628,6.19513792886272,2.36987457861512,3.09698035855183,1.98687105548209,1.99770960082236,2.57221844236227,2.37796334591451,0,2.65408261567605,2.49052722510749,2.90627061721899,2.7562743892104,2.20070906964223,2.9288883906651,2.84164900348478,2.36899726998025,3.13677422797903,1.90731875589921,3.0164222801213,2.4952650500426,2.64146948177539,2.29524404146296,2.15253941996631,2.88974636319772,2.37270235959729,2.67505214134191,1.75751536892187,2.97963857374434,3.49118543614111,2.67713744469382,2.75948894977537,2.17962697822659,1.27896113988091,3.04917386272286,3.46438930968936,1.70004196603437,2.97174398986261,2.40047313862925,3.19157123828659,2.3667775743754,2.00395892545338,3.60094228787408,2.46630786160024,2.43102703343924,1.4749128013496,9.59189201852716,2.34759847456704,1.27386363800587,2.84133929553243,2.17395306406519,1.3580826372938,2.90039507132489,3.07165679216355,2.54958951309538,3.01444742670891,2.61017045936102,2.98692680162964,2.5165697024131,2.344232358954,2.06384981867005,3.91279620025019,2.32110838563765,2.27235453557593,2.71869226126381,3.01521682035205,2.32327005320888,2.65165893525953,2.30558858162966,2.2545280109834,2.59871400200176,2.71129237794098,2.39679351001922,2.41785150231253,1.38901130251934,2.75983587347597,2.63737476706475,2.48887925089829,2.24992760984173,1.29051616367769,2.18063518377482,2.48226289734821,2.04316912650339,2.81280002669645,2.02542286420839,1.91600764851223,1.80161005723796,2.55699265855805,1.59825699980582,1.83863143694987,2.42739710995028,2.93606057482885,3.13205491553049,1.34948703858804,2.42817259421952
2.08330479897027,6.12295818169714,2.21845648148133,3.56841554596528,2.94945328827633,2.43195482965047,2.54144594719272,2.51477292468924,2.65408261567605,0,2.05544556118894,2.74534585369374,1.88112122255279,2.00343834402938,1.53755912054448,2.21110212916217,1.46354371969221,2.20599802053875,2.33384231248316,3.36305334261048,1.62498906447558,1.68348113106897,2.48649436021385,1.31749286507109,2.9080605612798,1.69650448423225,2.55019358182606,1.85595208174646,3.23500584143067,3.28777338264759,2.18296370048098,2.20358954330075,2.23666055365016,2.70357667113034,1.77583747216907,2.97677906353475,1.73158838951627,1.87316017020107,2.03801278065047,3.92650700687957,1.72848308349842,2.82588779313904,3.70093748701831,1.75181998632829,1.50511884646102,2.5186907699454,8.89935934860325,1.78250984988811,2.70992246088906,2.36170534892806,1.51213068145087,3.34055220903348,3.15020576895048,1.46589094339202,2.53339427738263,3.82792609516742,1.60708926103134,2.22240121402274,2.32018941623389,2.95979250358439,2.61227972703664,3.50967197748002,2.72513209927348,3.30532967208352,1.93011502660966,2.42005221394361,1.917170641057,2.00403222908351,1.22479512883339,2.04724802832583,1.54305072991842,1.51420678572443,2.34686812050478,3.50838219866597,2.45952450261149,2.29101804836806,2.81970269170074,1.96481481123982,1.91390929228813,2.43864332653527,2.14649837948241,2.2649667888102,1.21849964391554,4.21732860122924,3.34872905033589,3.15630347087597,3.41461852809933,2.932939050913,2.80268893812352,1.86617725366485,3.14292711488986,2.93644320475711,3.65677939366099,2.10216171203339,2.5481537140047
